;HomeTeam;AwayTeam;FTHG;FTAG;FTR;HTHG;HTAG;HTR;HS;AS;HST;AST;HF;AF;HC;AC;HY;AY;HR;AR
3040;Charlton;Man City;4;0;H;2;0;H;17;8;14;4;13;12;6;6;1;2;0;0
3041;Chelsea;West Ham;4;2;H;1;0;H;17;12;10;5;19;14;7;7;1;2;0;0
3044;Leeds;Everton;2;0;H;2;0;H;17;12;8;6;21;20;6;4;1;3;0;0
3046;Liverpool;Bradford;1;0;H;0;0;D;16;3;10;2;8;8;6;1;1;1;0;0
3047;Sunderland;Arsenal;1;0;H;0;0;D;8;14;2;7;10;21;2;9;3;1;0;1
3048;Tottenham;Ipswich;3;1;H;2;1;H;20;15;6;5;14;13;3;4;0;0;0;0
3049;Man United;Newcastle;2;0;H;1;0;H;19;9;9;6;7;13;7;1;0;1;0;0
3050;Arsenal;Liverpool;2;0;H;1;0;H;17;7;12;4;25;20;10;11;2;4;1;2
3051;Bradford;Chelsea;2;0;H;1;0;H;12;14;3;6;14;16;6;4;0;1;0;0
3054;Everton;Charlton;3;0;H;0;0;D;13;8;8;4;17;15;3;5;2;1;0;1
3055;Man City;Sunderland;4;2;H;2;0;H;15;9;10;4;24;14;7;3;3;3;0;0
3056;Newcastle;Derby;3;2;H;1;1;D;9;10;4;5;23;11;9;6;0;3;1;0
3059;Arsenal;Charlton;5;3;H;1;2;A;18;7;9;4;12;15;8;3;0;1;0;0
3062;Ipswich;Sunderland;1;0;H;0;0;D;14;9;5;3;10;12;7;6;1;1;0;0
3065;Newcastle;Tottenham;2;0;H;1;0;H;15;10;6;2;13;10;4;2;0;0;0;0
3070;Man United;Bradford;6;0;H;2;0;H;21;6;12;4;12;10;5;1;0;1;0;0
3072;Tottenham;Everton;3;2;H;1;2;A;11;11;7;6;11;10;7;5;1;2;0;0
3077;Leicester;Ipswich;2;1;H;0;0;D;12;7;6;3;12;13;6;2;1;1;0;0
3078;Liverpool;Aston Villa;3;1;H;3;0;H;11;9;7;4;13;7;8;7;0;2;0;0
3082;Leicester;Southampton;1;0;H;0;0;D;17;9;6;5;6;9;10;6;0;0;0;0
3083;Liverpool;Man City;3;2;H;1;0;H;14;9;8;7;17;17;9;4;3;4;0;0
3084;Man United;Sunderland;3;0;H;1;0;H;15;5;7;1;18;14;4;4;1;3;0;0
3088;Tottenham;West Ham;1;0;H;0;0;D;15;11;7;5;14;13;11;3;1;2;0;0
3089;Arsenal;Coventry;2;1;H;1;0;H;18;6;13;2;5;13;8;4;1;2;0;0
3090;Aston Villa;Bradford;2;0;H;1;0;H;12;8;7;4;8;12;5;6;0;2;0;0
3091;Charlton;Tottenham;1;0;H;1;0;H;9;10;5;5;8;10;7;5;0;0;0;0
3094;Southampton;Newcastle;2;0;H;0;0;D;13;10;9;7;14;14;4;8;0;0;0;0
3095;Sunderland;Derby;2;1;H;1;0;H;15;10;8;5;16;28;4;5;2;3;0;0
4512;Charlton;Aston Villa;3;3;D;2;0;H;12;11;5;8;10;15;5;7;3;4;1;0
4515;Aston Villa;Southampton;0;0;D;0;0;D;9;3;2;3;10;15;4;5;1;2;0;0
4520;Man United;Man City;1;1;D;0;0;D;13;6;6;4;14;20;3;2;0;0;1;0
4521;Sunderland;Newcastle;1;1;D;0;0;D;16;9;10;5;17;22;4;8;5;4;0;0
4532;Tottenham;Aston Villa;0;0;D;0;0;D;7;7;3;4;13;13;5;6;1;0;0;0
4535;Newcastle;Southampton;1;1;D;1;0;H;7;11;5;3;15;17;4;2;2;1;0;0
4538;Bradford;Middlesbrough;1;1;D;1;0;H;10;14;7;9;25;21;6;6;4;2;0;0
4546;Liverpool;Chelsea;2;2;D;1;1;D;16;14;8;7;14;21;6;6;1;4;0;0
4549;Newcastle;Arsenal;0;0;D;0;0;D;12;8;2;1;14;10;4;8;1;0;0;0
4551;Coventry;Bradford;0;0;D;0;0;D;15;10;7;3;15;13;9;3;1;1;0;0
4552;Derby;Ipswich;1;1;D;1;0;H;7;13;2;6;14;15;3;11;1;1;0;0
4553;Everton;Sunderland;2;2;D;1;1;D;18;11;8;4;12;13;5;6;5;3;0;1
4563;Derby;Southampton;2;2;D;1;2;A;6;13;4;6;11;13;5;8;1;1;0;0
4565;Leicester;Aston Villa;0;0;D;0;0;D;5;5;4;3;12;12;5;4;2;3;0;0
4572;Ipswich;Man United;1;1;D;1;1;D;13;15;8;6;10;7;4;6;1;4;0;0
4573;Middlesbrough;Tottenham;1;1;D;0;1;A;12;11;6;4;9;18;5;5;2;1;0;0
4580;Bradford;Leicester;0;0;D;0;0;D;8;13;4;8;11;12;6;8;1;2;0;0
4581;Everton;Derby;2;2;D;2;0;H;12;7;9;4;11;9;11;2;2;3;0;0
4586;Southampton;Liverpool;3;3;D;0;1;A;14;9;7;4;7;6;7;1;0;0;0;0
4587;West Ham;Man United;2;2;D;0;1;A;17;8;8;5;12;9;7;5;1;0;0;0
4588;Aston Villa;Chelsea;1;1;D;1;1;D;12;11;9;7;13;12;7;10;0;1;0;0
4591;Sunderland;West Ham;1;1;D;1;1;D;17;16;7;9;19;14;4;11;2;3;0;0
4593;Charlton;Southampton;1;1;D;0;0;D;8;11;6;3;14;16;10;14;3;3;1;0
4594;Chelsea;Arsenal;2;2;D;1;0;H;12;13;5;5;16;22;7;6;3;1;0;0
4596;Derby;Middlesbrough;3;3;D;0;1;A;9;5;5;4;8;10;11;5;3;2;0;0
4599;Bradford;Arsenal;1;1;D;1;0;H;9;18;5;11;17;13;4;10;0;2;0;0
4600;Coventry;Leeds;0;0;D;0;0;D;9;11;1;5;15;14;6;6;2;2;0;0
4606;Newcastle;Chelsea;0;0;D;0;0;D;10;10;4;3;17;21;5;6;0;3;0;0
4607;Derby;Charlton;2;2;D;2;0;H;12;10;6;6;17;12;4;11;3;1;0;0
4617;Man City;Middlesbrough;1;1;D;0;0;D;11;4;4;2;15;11;9;3;2;5;0;0
4618;West Ham;Liverpool;1;1;D;0;1;A;15;7;4;2;5;13;9;0;0;2;0;0
4621;Derby;Leeds;1;1;D;0;1;A;13;16;7;6;17;15;7;4;2;2;1;0
4622;Ipswich;Arsenal;1;1;D;0;0;D;17;10;6;4;8;13;4;7;1;2;0;0
4623;Liverpool;Sunderland;1;1;D;1;1;D;11;8;6;3;14;18;12;3;2;2;0;0
4624;Man United;Chelsea;3;3;D;3;2;H;11;13;5;5;15;19;8;4;3;2;0;0
4625;Middlesbrough;Aston Villa;1;1;D;0;0;D;12;15;5;7;7;14;5;5;3;0;0;0
4627;Tottenham;Man City;0;0;D;0;0;D;18;7;5;2;10;14;5;4;0;2;0;0
4628;Leicester;Everton;1;1;D;1;0;H;10;9;4;3;14;13;9;3;3;1;0;0
4630;Charlton;Coventry;2;2;D;0;1;A;12;10;8;6;8;16;6;6;1;2;0;0
4635;West Ham;Bradford;1;1;D;1;0;H;14;9;6;6;14;10;7;2;3;2;0;0
4638;Sunderland;Leicester;0;0;D;0;0;D;11;8;5;2;12;8;6;2;3;1;0;0
4641;Everton;Southampton;1;1;D;0;0;D;7;7;3;4;16;13;9;8;1;3;0;0
4642;Ipswich;West Ham;1;1;D;1;0;H;11;7;8;2;10;11;8;5;0;4;0;0
4657;Aston Villa;Sunderland;0;0;D;0;0;D;17;7;4;3;11;17;7;3;1;3;0;0
4667;Bradford;Leeds;1;1;D;1;0;H;11;12;6;9;15;15;5;9;3;4;0;0
4678;Derby;West Ham;0;0;D;0;0;D;14;6;2;6;14;18;6;1;1;1;0;0
4679;Arsenal;Derby;0;0;D;0;0;D;15;9;9;2;12;13;10;0;0;2;0;0
4683;Leicester;Newcastle;1;1;D;0;0;D;8;7;4;1;7;8;0;3;1;1;0;0
4685;Sunderland;Southampton;2;2;D;1;1;D;11;10;5;5;13;21;7;4;1;1;0;0
4687;Chelsea;Leeds;1;1;D;0;0;D;12;11;7;3;19;24;3;2;4;4;0;0
4700;Coventry;Aston Villa;1;1;D;0;1;A;10;7;2;4;9;19;6;1;1;2;0;0
4704;Middlesbrough;Bradford;2;2;D;0;2;A;14;9;9;5;17;18;6;4;0;2;1;0
4710;Aston Villa;Newcastle;1;1;D;1;0;H;8;9;4;5;11;12;8;2;2;1;0;0
4720;Bradford;Tottenham;3;3;D;1;2;A;13;6;6;4;6;16;7;2;2;0;0;0
4721;Charlton;Man United;3;3;D;1;2;A;15;15;8;8;6;10;9;6;0;1;0;0
4726;West Ham;Aston Villa;1;1;D;1;1;D;13;15;5;4;14;15;4;4;1;3;0;0
4729;Aston Villa;Man City;2;2;D;0;0;D;10;9;5;4;8;16;5;4;2;1;1;0
4731;Everton;West Ham;1;1;D;0;0;D;15;9;5;4;10;7;9;7;1;2;0;0
4738;Tottenham;Arsenal;1;1;D;1;0;H;8;17;4;10;20;14;3;7;2;1;0;0
4739;Coventry;Southampton;1;1;D;1;0;H;12;10;5;2;12;13;8;6;1;1;0;0
4748;Tottenham;Middlesbrough;0;0;D;0;0;D;16;5;8;0;22;13;8;4;2;3;0;0
4753;Ipswich;Chelsea;2;2;D;1;2;A;19;7;13;4;5;9;8;2;0;4;0;0
4754;Man City;Derby;0;0;D;0;0;D;15;14;7;3;15;14;7;7;2;2;0;0
4759;Arsenal;Sunderland;2;2;D;2;0;H;17;14;9;7;14;18;11;1;0;3;0;0
4762;Middlesbrough;Coventry;1;1;D;0;1;A;14;9;6;3;9;16;4;3;1;3;0;0
4763;Newcastle;Man United;1;1;D;0;1;A;14;8;4;6;13;10;6;3;2;3;0;0
4767;Coventry;Man City;1;1;D;0;0;D;19;10;9;5;16;15;12;8;1;2;0;0
4769;Leeds;Middlesbrough;1;1;D;0;1;A;16;5;5;3;14;15;5;1;2;3;0;0
4775;Arsenal;Chelsea;1;1;D;1;0;H;15;12;8;8;13;15;10;3;1;4;0;0
4778;Everton;Tottenham;0;0;D;0;0;D;17;4;8;1;11;15;9;0;1;0;0;0
4782;Southampton;Charlton;0;0;D;0;0;D;17;10;6;4;8;12;9;3;0;0;0;0
4787;Derby;Man City;1;1;D;0;0;D;9;10;3;4;17;22;5;4;2;2;0;0
4789;Leicester;Arsenal;0;0;D;0;0;D;3;13;0;4;6;8;1;9;2;2;1;0
4790;Liverpool;Middlesbrough;0;0;D;0;0;D;22;4;7;2;9;10;7;3;1;1;0;0
4792;Tottenham;Southampton;0;0;D;0;0;D;9;9;4;6;10;15;6;0;0;1;0;0
4793;Sunderland;Bradford;0;0;D;0;0;D;14;7;6;3;10;13;8;7;0;1;0;0
4794;Charlton;West Ham;1;1;D;1;0;H;9;18;3;3;11;8;0;5;0;1;0;0
4799;Everton;Middlesbrough;2;2;D;0;1;A;17;6;8;3;17;12;9;1;1;5;0;0
4801;Man City;Liverpool;1;1;D;0;1;A;4;16;2;3;17;13;5;11;1;1;0;0
4804;West Ham;Tottenham;0;0;D;0;0;D;17;14;6;6;9;16;9;4;1;1;0;0
4812;Middlesbrough;Man City;1;1;D;0;1;A;14;6;6;3;12;14;4;2;0;2;1;0
4813;Tottenham;Charlton;0;0;D;0;0;D;9;7;3;2;17;14;2;3;2;0;0;0
4814;Everton;Leeds;2;2;D;1;0;H;7;9;4;5;18;18;4;7;2;1;0;0
4816;Aston Villa;Middlesbrough;1;1;D;1;0;H;15;6;4;3;11;11;7;4;1;1;0;0
4817;Chelsea;Man United;1;1;D;1;0;H;8;16;4;6;16;12;3;8;0;2;0;0
4819;Leeds;Derby;0;0;D;0;0;D;12;3;6;2;11;17;17;4;2;5;0;0
4822;Sunderland;Liverpool;1;1;D;0;0;D;9;8;6;4;15;25;9;6;5;3;0;0
4824;West Ham;Coventry;1;1;D;0;0;D;21;13;9;4;13;16;5;4;2;5;0;0
4825;Bradford;West Ham;1;2;A;0;1;A;15;11;5;5;9;10;7;1;1;2;0;0
4826;Coventry;Charlton;2;2;D;1;1;D;17;15;7;7;15;11;3;7;0;0;0;0
4830;Middlesbrough;Southampton;0;1;A;0;0;D;11;10;6;5;9;9;3;6;1;0;0;0
4831;Newcastle;Man City;0;1;A;0;0;D;10;11;3;3;18;11;5;5;1;0;0;0
4832;Tottenham;Leeds;1;2;A;1;1;D;13;15;4;9;16;14;5;12;2;1;0;0
4835;Coventry;Chelsea;0;0;D;0;0;D;17;24;10;11;13;15;5;8;2;2;0;0
4837;Everton;Newcastle;1;1;D;0;0;D;16;4;6;2;13;12;4;1;1;2;0;0
4838;Leeds;Man United;1;1;D;0;0;D;18;5;10;5;25;21;14;3;3;5;0;0
4840;Man City;Southampton;0;1;A;0;0;D;15;6;7;1;15;15;5;6;1;1;0;0
4841;Middlesbrough;Charlton;0;0;D;0;0;D;8;11;2;8;13;12;4;5;1;1;0;0
4843;Sunderland;Aston Villa;1;1;D;0;0;D;18;6;12;2;17;18;5;3;1;2;0;0
4844;West Ham;Chelsea;0;2;A;0;2;A;7;17;2;6;12;9;1;0;2;2;0;0
4846;Bradford;Man City;2;2;D;0;1;A;16;10;7;3;13;12;3;3;2;1;0;0
4847;Charlton;Leeds;1;2;A;1;1;D;7;7;3;5;19;13;2;5;3;5;0;0
4848;Chelsea;Sunderland;2;4;A;2;1;H;14;11;6;7;15;26;4;5;0;0;0;0
4850;Newcastle;Middlesbrough;1;2;A;0;2;A;16;7;5;4;14;19;5;1;0;3;0;1
4853;West Ham;Ipswich;0;1;A;0;0;D;5;13;2;5;14;8;4;5;0;0;0;0
4854;Aston Villa;Arsenal;0;0;D;0;0;D;4;14;2;5;16;13;3;3;2;2;0;1
4855;Liverpool;Derby;1;1;D;0;1;A;18;7;8;4;11;9;9;3;2;2;0;0
4857;Bradford;Newcastle;2;2;D;2;1;H;22;14;8;7;17;23;10;8;0;1;0;0
4861;Man City;Aston Villa;1;3;A;1;2;A;12;8;6;7;18;13;9;2;6;4;1;0
4862;Sunderland;Leeds;0;2;A;0;1;A;14;7;8;4;17;10;8;4;2;2;0;1
4863;West Ham;Everton;0;2;A;0;1;A;17;10;6;7;16;16;8;2;3;2;1;0
4865;Southampton;Ipswich;0;3;A;0;1;A;11;11;3;5;17;15;6;7;2;1;0;0
4867;Aston Villa;West Ham;2;2;D;0;0;D;6;7;4;5;5;3;5;3;1;3;0;0
4868;Derby;Chelsea;0;4;A;0;0;D;3;10;2;7;13;7;1;9;1;1;0;0
4870;Leicester;Coventry;1;3;A;1;2;A;9;15;4;5;9;19;4;9;3;2;0;0
4872;Middlesbrough;Sunderland;0;0;D;0;0;D;12;12;6;4;22;22;3;2;5;3;1;0
4873;Ipswich;Liverpool;1;1;D;0;0;D;8;7;5;2;10;15;6;1;0;0;0;0
4876;Man City;Arsenal;0;4;A;0;4;A;7;15;2;8;10;8;7;3;2;0;0;0
4878;Liverpool;Leeds;1;2;A;0;2;A;11;9;5;3;19;16;8;2;3;1;1;0
4879;Arsenal;Middlesbrough;0;3;A;0;2;A;17;6;8;2;13;11;9;0;1;1;0;0
4883;Leicester;Man City;1;2;A;1;1;D;15;8;9;3;13;26;5;1;2;3;0;0
4885;Sunderland;Tottenham;2;3;A;2;0;H;13;8;4;6;12;15;3;3;1;2;0;0
4889;Everton;Liverpool;2;3;A;1;1;D;10;10;7;6;19;15;2;5;4;2;1;0
4890;Middlesbrough;Ipswich;1;2;A;1;0;H;4;12;1;5;8;8;5;4;0;0;0;0
4892;Charlton;Aston Villa;3;3;D;2;0;H;12;11;5;8;10;15;5;7;3;4;1;0
4893;Tottenham;Chelsea;0;3;A;0;1;A;5;16;1;10;14;11;2;5;2;2;1;0
4895;Aston Villa;Southampton;0;0;D;0;0;D;9;3;2;3;10;15;4;5;1;2;0;0
4897;Chelsea;Charlton;0;1;A;0;1;A;9;4;1;2;12;14;10;3;3;0;0;0
4899;Leicester;Middlesbrough;0;3;A;0;1;A;15;15;4;7;13;11;12;5;3;1;0;0
4900;Man United;Man City;1;1;D;0;0;D;13;6;6;4;14;20;3;2;0;0;1;0
4901;Sunderland;Newcastle;1;1;D;0;0;D;16;9;10;5;17;22;4;8;5;4;0;0
4902;West Ham;Leeds;0;2;A;0;1;A;15;12;10;7;17;13;6;6;5;2;0;1
4904;Coventry;Liverpool;0;2;A;0;0;D;11;13;4;6;15;11;7;7;3;1;0;0
4905;Derby;Arsenal;1;2;A;1;1;D;6;14;2;9;14;13;4;6;3;4;0;0
4909;Middlesbrough;Man United;0;2;A;0;1;A;18;9;3;5;13;21;4;6;2;3;0;0
4911;Southampton;Sunderland;0;1;A;0;0;D;11;6;5;3;15;14;11;2;2;1;0;0
4912;Tottenham;Aston Villa;0;0;D;0;0;D;7;7;3;4;13;13;5;6;1;0;0;0
4914;Bradford;Liverpool;0;2;A;0;0;D;15;11;4;10;11;13;7;0;0;2;0;0
4915;Newcastle;Southampton;1;1;D;1;0;H;7;11;5;3;15;17;4;2;2;1;0;0
4918;Bradford;Middlesbrough;1;1;D;1;0;H;10;14;7;9;25;21;6;6;4;2;0;0
4922;Man United;Derby;0;1;A;0;1;A;11;10;6;5;13;11;13;1;1;0;0;0
4926;Liverpool;Chelsea;2;2;D;1;1;D;16;14;8;7;14;21;6;6;1;4;0;0
4929;Newcastle;Arsenal;0;0;D;0;0;D;12;8;2;1;14;10;4;8;1;0;0;0
4930;Charlton;Liverpool;0;4;A;0;0;D;12;16;10;14;7;13;10;10;1;1;0;0
4931;Coventry;Bradford;0;0;D;0;0;D;15;10;7;3;15;13;9;3;1;1;0;0
4932;Derby;Ipswich;1;1;D;1;0;H;7;13;2;6;14;15;3;11;1;1;0;0
4933;Everton;Sunderland;2;2;D;1;1;D;18;11;8;4;12;13;5;6;5;3;0;1
4935;Man City;Chelsea;1;2;A;1;1;D;3;9;1;3;22;18;8;7;4;2;0;0
4942;Coventry;Middlesbrough;1;3;A;1;1;D;6;16;3;9;15;21;8;4;5;3;1;0
4943;Derby;Southampton;2;2;D;1;2;A;6;13;4;6;11;13;5;8;1;1;0;0
4945;Leicester;Aston Villa;0;0;D;0;0;D;5;5;4;3;12;12;5;4;2;3;0;0
4952;Ipswich;Man United;1;1;D;1;1;D;13;15;8;6;10;7;4;6;1;4;0;0
4953;Middlesbrough;Tottenham;1;1;D;0;1;A;12;11;6;4;9;18;5;5;2;1;0;0
4957;Southampton;Coventry;1;2;A;0;1;A;12;7;4;5;18;20;6;5;5;3;0;0
4958;West Ham;Leicester;0;1;A;0;0;D;17;4;12;2;16;14;11;5;3;3;1;0
4960;Bradford;Leicester;0;0;D;0;0;D;8;13;4;8;11;12;6;8;1;2;0;0
4961;Everton;Derby;2;2;D;2;0;H;12;7;9;4;11;9;11;2;2;3;0;0
4963;Man City;Coventry;1;2;A;0;2;A;14;9;5;8;7;12;5;5;2;3;0;0
4964;Middlesbrough;Leeds;1;2;A;0;2;A;15;16;8;11;12;20;4;8;2;0;0;0
4966;Southampton;Liverpool;3;3;D;0;1;A;14;9;7;4;7;6;7;1;0;0;0;0
4967;West Ham;Man United;2;2;D;0;1;A;17;8;8;5;12;9;7;5;1;0;0;0
4968;Aston Villa;Chelsea;1;1;D;1;1;D;12;11;9;7;13;12;7;10;0;1;0;0
4969;Leeds;Man City;1;2;A;0;2;A;6;8;1;3;18;24;9;4;2;2;0;0
4971;Sunderland;West Ham;1;1;D;1;1;D;17;16;7;9;19;14;4;11;2;3;0;0
4973;Charlton;Southampton;1;1;D;0;0;D;8;11;6;3;14;16;10;14;3;3;1;0
4974;Chelsea;Arsenal;2;2;D;1;0;H;12;13;5;5;16;22;7;6;3;1;0;0
4975;Coventry;Newcastle;0;2;A;0;1;A;13;13;3;6;11;18;6;8;1;1;0;0
4976;Derby;Middlesbrough;3;3;D;0;1;A;9;5;5;4;8;10;11;5;3;2;0;0
4979;Bradford;Arsenal;1;1;D;1;0;H;9;18;5;11;17;13;4;10;0;2;0;0
4980;Coventry;Leeds;0;0;D;0;0;D;9;11;1;5;15;14;6;6;2;2;0;0
4981;Ipswich;Aston Villa;1;2;A;0;1;A;15;5;5;2;9;13;5;3;1;3;0;0
4985;Middlesbrough;Everton;1;2;A;1;0;H;9;12;5;9;16;5;7;7;3;0;0;0
4986;Newcastle;Chelsea;0;0;D;0;0;D;10;10;4;3;17;21;5;6;0;3;0;0
4987;Derby;Charlton;2;2;D;2;0;H;12;10;6;6;17;12;4;11;3;1;0;0
4992;Everton;Man United;1;3;A;0;3;A;6;17;4;9;10;11;6;5;4;1;0;0
4993;Leeds;Ipswich;1;2;A;1;1;D;11;12;6;7;12;19;6;3;1;3;0;0
4996;Chelsea;Leicester;0;2;A;0;1;A;16;7;10;5;16;17;15;3;3;1;0;0
4997;Man City;Middlesbrough;1;1;D;0;0;D;11;4;4;2;15;11;9;3;2;5;0;0
4998;West Ham;Liverpool;1;1;D;0;1;A;15;7;4;2;5;13;9;0;0;2;0;0
4999;Bradford;Southampton;0;1;A;0;1;A;14;6;6;4;14;18;7;5;3;1;0;0
5000;Coventry;West Ham;0;3;A;0;2;A;9;12;2;10;12;11;5;6;0;1;0;0
5001;Derby;Leeds;1;1;D;0;1;A;13;16;7;6;17;15;7;4;2;2;1;0
5002;Ipswich;Arsenal;1;1;D;0;0;D;17;10;6;4;8;13;4;7;1;2;0;0
5003;Liverpool;Sunderland;1;1;D;1;1;D;11;8;6;3;14;18;12;3;2;2;0;0
5004;Man United;Chelsea;3;3;D;3;2;H;11;13;5;5;15;19;8;4;3;2;0;0
5005;Middlesbrough;Aston Villa;1;1;D;0;0;D;12;15;5;7;7;14;5;5;3;0;0;0
5006;Newcastle;Charlton;0;1;A;0;1;A;12;4;5;2;14;10;4;7;1;2;0;0
5007;Tottenham;Man City;0;0;D;0;0;D;18;7;5;2;10;14;5;4;0;2;0;0
5008;Leicester;Everton;1;1;D;1;0;H;10;9;4;3;14;13;9;3;3;1;0;0
5010;Charlton;Coventry;2;2;D;0;1;A;12;10;8;6;8;16;6;6;1;2;0;0
5011;Everton;Ipswich;0;3;A;0;1;A;7;9;3;7;6;5;4;1;1;0;0;0
5013;Man City;Newcastle;0;1;A;0;0;D;9;15;7;9;16;12;10;8;0;1;0;0
5014;Southampton;Middlesbrough;1;3;A;0;2;A;16;7;8;5;6;22;6;6;2;2;0;0
5015;West Ham;Bradford;1;1;D;1;0;H;14;9;6;6;14;10;7;2;3;2;0;0
5018;Sunderland;Leicester;0;0;D;0;0;D;11;8;5;2;12;8;6;2;3;1;0;0
5021;Everton;Southampton;1;1;D;0;0;D;7;7;3;4;16;13;9;8;1;3;0;0
5022;Ipswich;West Ham;1;1;D;1;0;H;11;7;8;2;10;11;8;5;0;4;0;0
5024;Leicester;Man United;0;3;A;0;1;A;10;16;4;5;8;11;6;7;0;0;0;0
5027;Derby;Liverpool;0;4;A;0;1;A;6;16;0;11;18;13;4;3;1;1;0;0
5028;Middlesbrough;Newcastle;1;3;A;0;1;A;8;15;2;8;8;13;6;6;2;1;0;0
5029;Bradford;Ipswich;0;2;A;0;1;A;7;12;3;3;15;14;9;1;1;0;0;0
5034;Newcastle;Everton;0;1;A;0;0;D;11;9;4;4;9;12;5;4;1;3;0;0
5036;West Ham;Arsenal;1;2;A;0;2;A;11;13;3;5;15;11;5;4;1;0;0;0
5037;Aston Villa;Sunderland;0;0;D;0;0;D;17;7;4;3;11;17;7;3;1;3;0;0
5038;Southampton;Man City;0;2;A;0;1;A;19;11;6;4;10;15;9;3;1;2;0;0
5047;Bradford;Leeds;1;1;D;1;0;H;11;12;6;9;15;15;5;9;3;4;0;0
5050;Coventry;Man United;1;2;A;0;2;A;4;11;2;6;17;8;3;9;1;1;0;0
5052;Man City;Leicester;0;1;A;0;0;D;14;3;3;2;12;14;9;4;1;2;0;0
5053;Middlesbrough;Arsenal;0;1;A;0;1;A;4;11;3;8;10;11;5;8;1;1;1;0
5057;Everton;Aston Villa;0;1;A;0;0;D;14;4;6;1;17;23;6;2;3;2;0;0
5058;Derby;West Ham;0;0;D;0;0;D;14;6;2;6;14;18;6;1;1;1;0;0
5059;Arsenal;Derby;0;0;D;0;0;D;15;9;9;2;12;13;10;0;0;2;0;0
5061;Bradford;Everton;0;1;A;0;0;D;11;9;6;4;8;18;3;3;1;2;0;0
5063;Leicester;Newcastle;1;1;D;0;0;D;8;7;4;1;7;8;0;3;1;1;0;0
5065;Sunderland;Southampton;2;2;D;1;1;D;11;10;5;5;13;21;7;4;1;1;0;0
5067;Chelsea;Leeds;1;1;D;0;0;D;12;11;7;3;19;24;3;2;4;4;0;0
5072;Leeds;West Ham;0;1;A;0;1;A;15;4;6;3;14;19;2;2;1;1;0;0
5073;Man City;Man United;0;1;A;0;1;A;10;8;4;4;13;8;10;11;3;1;0;0
5074;Middlesbrough;Leicester;0;3;A;0;2;A;11;9;4;7;8;12;6;2;3;1;0;0
5075;Newcastle;Sunderland;1;2;A;1;0;H;19;9;9;6;17;26;1;4;1;3;0;0
5078;Coventry;Ipswich;0;1;A;0;0;D;12;10;5;4;10;12;5;5;1;1;0;0
5079;Charlton;Sunderland;0;1;A;0;0;D;10;8;2;3;16;16;7;8;0;1;0;0
5080;Coventry;Aston Villa;1;1;D;0;1;A;10;7;2;4;9;19;6;1;1;2;0;0
5081;Derby;Man United;0;3;A;0;0;D;1;12;0;7;12;12;3;9;2;1;0;0
5083;Man City;Ipswich;2;3;A;0;2;A;9;11;4;4;8;5;6;5;0;2;0;0
5084;Middlesbrough;Bradford;2;2;D;0;2;A;14;9;9;5;17;18;6;4;0;2;1;0
5085;Southampton;West Ham;2;3;A;1;2;A;10;14;5;8;12;10;6;10;1;2;0;0
5090;Aston Villa;Newcastle;1;1;D;1;0;H;8;9;4;5;11;12;8;2;2;1;0;0
5092;Ipswich;Derby;0;1;A;0;1;A;11;3;5;3;13;13;6;1;1;1;0;0
5100;Bradford;Tottenham;3;3;D;1;2;A;13;6;6;4;6;16;7;2;2;0;0;0
5101;Charlton;Man United;3;3;D;1;2;A;15;15;8;8;6;10;9;6;0;1;0;0
5106;West Ham;Aston Villa;1;1;D;1;1;D;13;15;5;4;14;15;4;4;1;3;0;0
5108;Liverpool;Ipswich;0;1;A;0;1;A;14;11;5;6;12;14;8;5;1;3;0;0
5109;Aston Villa;Man City;2;2;D;0;0;D;10;9;5;4;8;16;5;4;2;1;1;0
5111;Everton;West Ham;1;1;D;0;0;D;15;9;5;4;10;7;9;7;1;2;0;0
5117;Man United;Liverpool;0;1;A;0;1;A;6;9;4;4;10;11;9;2;1;0;1;0
5118;Tottenham;Arsenal;1;1;D;1;0;H;8;17;4;10;20;14;3;7;2;1;0;0
5119;Coventry;Southampton;1;1;D;1;0;H;12;10;5;2;12;13;8;6;1;1;0;0
5123;Leeds;Aston Villa;1;2;A;0;1;A;15;8;5;5;18;18;10;2;1;4;0;0
5128;Tottenham;Middlesbrough;0;0;D;0;0;D;16;5;8;0;22;13;8;4;2;3;0;0
5130;Aston Villa;Man United;0;1;A;0;0;D;6;14;3;3;15;16;2;4;1;2;0;0
5131;Bradford;Sunderland;1;4;A;0;1;A;11;16;3;11;17;17;9;8;2;0;0;0
5132;Everton;Coventry;1;2;A;0;0;D;17;10;9;5;14;16;5;2;2;1;0;0
5133;Ipswich;Chelsea;2;2;D;1;2;A;19;7;13;4;5;9;8;2;0;4;0;0
5134;Man City;Derby;0;0;D;0;0;D;15;14;7;3;15;14;7;7;2;2;0;0
5139;Arsenal;Sunderland;2;2;D;2;0;H;17;14;9;7;14;18;11;1;0;3;0;0
5141;Man City;Charlton;1;4;A;0;2;A;8;13;1;8;11;14;7;4;1;2;0;0
5142;Middlesbrough;Coventry;1;1;D;0;1;A;14;9;6;3;9;16;4;3;1;3;0;0
5143;Newcastle;Man United;1;1;D;0;1;A;14;8;4;6;13;10;6;3;2;3;0;0
5147;Coventry;Man City;1;1;D;0;0;D;19;10;9;5;16;15;12;8;1;2;0;0
5149;Leeds;Middlesbrough;1;1;D;0;1;A;16;5;5;3;14;15;5;1;2;3;0;0
