;HomeTeam;AwayTeam;FTHG;FTAG;FTR;HTHG;HTAG;HTR;HS;AS;HST;AST;HF;AF;HC;AC;HY;AY;HR;AR
2892;Tottenham;Southampton;0;0;D;0;0;D;9;9;4;6;10;15;6;0;0;1;0;0
2893;Sunderland;Bradford;0;0;D;0;0;D;14;7;6;3;10;13;8;7;0;1;0;0
2894;Charlton;West Ham;1;1;D;1;0;H;9;18;3;3;11;8;0;5;0;1;0;0
2895;Aston Villa;Leeds;1;2;A;1;1;D;12;7;4;3;11;10;5;3;2;0;0;0
2899;Everton;Middlesbrough;2;2;D;0;1;A;17;6;8;3;17;12;9;1;1;5;0;0
2901;Man City;Liverpool;1;1;D;0;1;A;4;16;2;3;17;13;5;11;1;1;0;0
2903;Sunderland;Man United;0;1;A;0;0;D;9;13;2;7;15;13;3;2;2;0;2;1
2904;West Ham;Tottenham;0;0;D;0;0;D;17;14;6;6;9;16;9;4;1;1;0;0
2905;Bradford;Aston Villa;0;3;A;0;0;D;9;13;2;6;14;14;3;4;2;0;0;0
2906;Coventry;Arsenal;0;1;A;0;0;D;12;8;4;6;13;14;3;7;3;4;0;0
2908;Ipswich;Leeds;1;2;A;0;2;A;11;10;6;3;10;15;3;4;1;2;1;0
2912;Middlesbrough;Man City;1;1;D;0;1;A;14;6;6;3;12;14;4;2;0;2;1;0
2913;Tottenham;Charlton;0;0;D;0;0;D;9;7;3;2;17;14;2;3;2;0;0;0
2914;Everton;Leeds;2;2;D;1;0;H;7;9;4;5;18;18;4;7;2;1;0;0
2916;Aston Villa;Middlesbrough;1;1;D;1;0;H;15;6;4;3;11;11;7;4;1;1;0;0
2917;Chelsea;Man United;1;1;D;1;0;H;8;16;4;6;16;12;3;8;0;2;0;0
2919;Leeds;Derby;0;0;D;0;0;D;12;3;6;2;11;17;17;4;2;5;0;0
2920;Man City;Tottenham;0;1;A;0;0;D;11;11;4;4;17;10;7;3;1;0;0;0
2922;Sunderland;Liverpool;1;1;D;0;0;D;9;8;6;4;15;25;9;6;5;3;0;0
2924;West Ham;Coventry;1;1;D;0;0;D;21;13;9;4;13;16;5;4;2;5;0;0
2925;Bradford;West Ham;1;2;A;0;1;A;15;11;5;5;9;10;7;1;1;2;0;0
2926;Coventry;Charlton;2;2;D;1;1;D;17;15;7;7;15;11;3;7;0;0;0;0
2930;Middlesbrough;Southampton;0;1;A;0;0;D;11;10;6;5;9;9;3;6;1;0;0;0
2931;Newcastle;Man City;0;1;A;0;0;D;10;11;3;3;18;11;5;5;1;0;0;0
2932;Tottenham;Leeds;1;2;A;1;1;D;13;15;4;9;16;14;5;12;2;1;0;0
2935;Coventry;Chelsea;0;0;D;0;0;D;17;24;10;11;13;15;5;8;2;2;0;0
2937;Everton;Newcastle;1;1;D;0;0;D;16;4;6;2;13;12;4;1;1;2;0;0
2938;Leeds;Man United;1;1;D;0;0;D;18;5;10;5;25;21;14;3;3;5;0;0
2940;Man City;Southampton;0;1;A;0;0;D;15;6;7;1;15;15;5;6;1;1;0;0
2941;Middlesbrough;Charlton;0;0;D;0;0;D;8;11;2;8;13;12;4;5;1;1;0;0
2943;Sunderland;Aston Villa;1;1;D;0;0;D;18;6;12;2;17;18;5;3;1;2;0;0
2944;West Ham;Chelsea;0;2;A;0;2;A;7;17;2;6;12;9;1;0;2;2;0;0
2946;Bradford;Man City;2;2;D;0;1;A;16;10;7;3;13;12;3;3;2;1;0;0
2947;Charlton;Leeds;1;2;A;1;1;D;7;7;3;5;19;13;2;5;3;5;0;0
2948;Chelsea;Sunderland;2;4;A;2;1;H;14;11;6;7;15;26;4;5;0;0;0;0
2950;Newcastle;Middlesbrough;1;2;A;0;2;A;16;7;5;4;14;19;5;1;0;3;0;1
2953;West Ham;Ipswich;0;1;A;0;0;D;5;13;2;5;14;8;4;5;0;0;0;0
2954;Aston Villa;Arsenal;0;0;D;0;0;D;4;14;2;5;16;13;3;3;2;2;0;1
2955;Liverpool;Derby;1;1;D;0;1;A;18;7;8;4;11;9;9;3;2;2;0;0
2957;Bradford;Newcastle;2;2;D;2;1;H;22;14;8;7;17;23;10;8;0;1;0;0
2961;Man City;Aston Villa;1;3;A;1;2;A;12;8;6;7;18;13;9;2;6;4;1;0
2962;Sunderland;Leeds;0;2;A;0;1;A;14;7;8;4;17;10;8;4;2;2;0;1
2963;West Ham;Everton;0;2;A;0;1;A;17;10;6;7;16;16;8;2;3;2;1;0
2965;Southampton;Ipswich;0;3;A;0;1;A;11;11;3;5;17;15;6;7;2;1;0;0
2967;Aston Villa;West Ham;2;2;D;0;0;D;6;7;4;5;5;3;5;3;1;3;0;0
2968;Derby;Chelsea;0;4;A;0;0;D;3;10;2;7;13;7;1;9;1;1;0;0
2970;Leicester;Coventry;1;3;A;1;2;A;9;15;4;5;9;19;4;9;3;2;0;0
2972;Middlesbrough;Sunderland;0;0;D;0;0;D;12;12;6;4;22;22;3;2;5;3;1;0
2973;Ipswich;Liverpool;1;1;D;0;0;D;8;7;5;2;10;15;6;1;0;0;0;0
2976;Man City;Arsenal;0;4;A;0;4;A;7;15;2;8;10;8;7;3;2;0;0;0
2978;Liverpool;Leeds;1;2;A;0;2;A;11;9;5;3;19;16;8;2;3;1;1;0
2979;Arsenal;Middlesbrough;0;3;A;0;2;A;17;6;8;2;13;11;9;0;1;1;0;0
2983;Leicester;Man City;1;2;A;1;1;D;15;8;9;3;13;26;5;1;2;3;0;0
2985;Sunderland;Tottenham;2;3;A;2;0;H;13;8;4;6;12;15;3;3;1;2;0;0
2989;Everton;Liverpool;2;3;A;1;1;D;10;10;7;6;19;15;2;5;4;2;1;0
2990;Middlesbrough;Ipswich;1;2;A;1;0;H;4;12;1;5;8;8;5;4;0;0;0;0
2992;Charlton;Aston Villa;3;3;D;2;0;H;12;11;5;8;10;15;5;7;3;4;1;0
2993;Tottenham;Chelsea;0;3;A;0;1;A;5;16;1;10;14;11;2;5;2;2;1;0
2995;Aston Villa;Southampton;0;0;D;0;0;D;9;3;2;3;10;15;4;5;1;2;0;0
2997;Chelsea;Charlton;0;1;A;0;1;A;9;4;1;2;12;14;10;3;3;0;0;0
2999;Leicester;Middlesbrough;0;3;A;0;1;A;15;15;4;7;13;11;12;5;3;1;0;0
3000;Man United;Man City;1;1;D;0;0;D;13;6;6;4;14;20;3;2;0;0;1;0
3001;Sunderland;Newcastle;1;1;D;0;0;D;16;9;10;5;17;22;4;8;5;4;0;0
3002;West Ham;Leeds;0;2;A;0;1;A;15;12;10;7;17;13;6;6;5;2;0;1
3004;Coventry;Liverpool;0;2;A;0;0;D;11;13;4;6;15;11;7;7;3;1;0;0
3005;Derby;Arsenal;1;2;A;1;1;D;6;14;2;9;14;13;4;6;3;4;0;0
3009;Middlesbrough;Man United;0;2;A;0;1;A;18;9;3;5;13;21;4;6;2;3;0;0
3011;Southampton;Sunderland;0;1;A;0;0;D;11;6;5;3;15;14;11;2;2;1;0;0
3012;Tottenham;Aston Villa;0;0;D;0;0;D;7;7;3;4;13;13;5;6;1;0;0;0
3014;Bradford;Liverpool;0;2;A;0;0;D;15;11;4;10;11;13;7;0;0;2;0;0
3015;Newcastle;Southampton;1;1;D;1;0;H;7;11;5;3;15;17;4;2;2;1;0;0
3018;Bradford;Middlesbrough;1;1;D;1;0;H;10;14;7;9;25;21;6;6;4;2;0;0
3022;Man United;Derby;0;1;A;0;1;A;11;10;6;5;13;11;13;1;1;0;0;0
3026;Liverpool;Chelsea;2;2;D;1;1;D;16;14;8;7;14;21;6;6;1;4;0;0
3029;Newcastle;Arsenal;0;0;D;0;0;D;12;8;2;1;14;10;4;8;1;0;0;0
3030;Charlton;Liverpool;0;4;A;0;0;D;12;16;10;14;7;13;10;10;1;1;0;0
3031;Coventry;Bradford;0;0;D;0;0;D;15;10;7;3;15;13;9;3;1;1;0;0
3032;Derby;Ipswich;1;1;D;1;0;H;7;13;2;6;14;15;3;11;1;1;0;0
3033;Everton;Sunderland;2;2;D;1;1;D;18;11;8;4;12;13;5;6;5;3;0;1
3035;Man City;Chelsea;1;2;A;1;1;D;3;9;1;3;22;18;8;7;4;2;0;0
3042;Coventry;Middlesbrough;1;3;A;1;1;D;6;16;3;9;15;21;8;4;5;3;1;0
3043;Derby;Southampton;2;2;D;1;2;A;6;13;4;6;11;13;5;8;1;1;0;0
3045;Leicester;Aston Villa;0;0;D;0;0;D;5;5;4;3;12;12;5;4;2;3;0;0
3052;Ipswich;Man United;1;1;D;1;1;D;13;15;8;6;10;7;4;6;1;4;0;0
3053;Middlesbrough;Tottenham;1;1;D;0;1;A;12;11;6;4;9;18;5;5;2;1;0;0
3057;Southampton;Coventry;1;2;A;0;1;A;12;7;4;5;18;20;6;5;5;3;0;0
3058;West Ham;Leicester;0;1;A;0;0;D;17;4;12;2;16;14;11;5;3;3;1;0
3060;Bradford;Leicester;0;0;D;0;0;D;8;13;4;8;11;12;6;8;1;2;0;0
3061;Everton;Derby;2;2;D;2;0;H;12;7;9;4;11;9;11;2;2;3;0;0
3063;Man City;Coventry;1;2;A;0;2;A;14;9;5;8;7;12;5;5;2;3;0;0
3064;Middlesbrough;Leeds;1;2;A;0;2;A;15;16;8;11;12;20;4;8;2;0;0;0
3066;Southampton;Liverpool;3;3;D;0;1;A;14;9;7;4;7;6;7;1;0;0;0;0
3067;West Ham;Man United;2;2;D;0;1;A;17;8;8;5;12;9;7;5;1;0;0;0
3068;Aston Villa;Chelsea;1;1;D;1;1;D;12;11;9;7;13;12;7;10;0;1;0;0
3069;Leeds;Man City;1;2;A;0;2;A;6;8;1;3;18;24;9;4;2;2;0;0
3071;Sunderland;West Ham;1;1;D;1;1;D;17;16;7;9;19;14;4;11;2;3;0;0
3073;Charlton;Southampton;1;1;D;0;0;D;8;11;6;3;14;16;10;14;3;3;1;0
3074;Chelsea;Arsenal;2;2;D;1;0;H;12;13;5;5;16;22;7;6;3;1;0;0
3075;Coventry;Newcastle;0;2;A;0;1;A;13;13;3;6;11;18;6;8;1;1;0;0
3076;Derby;Middlesbrough;3;3;D;0;1;A;9;5;5;4;8;10;11;5;3;2;0;0
3079;Bradford;Arsenal;1;1;D;1;0;H;9;18;5;11;17;13;4;10;0;2;0;0
3080;Coventry;Leeds;0;0;D;0;0;D;9;11;1;5;15;14;6;6;2;2;0;0
3081;Ipswich;Aston Villa;1;2;A;0;1;A;15;5;5;2;9;13;5;3;1;3;0;0
3085;Middlesbrough;Everton;1;2;A;1;0;H;9;12;5;9;16;5;7;7;3;0;0;0
3086;Newcastle;Chelsea;0;0;D;0;0;D;10;10;4;3;17;21;5;6;0;3;0;0
3087;Derby;Charlton;2;2;D;2;0;H;12;10;6;6;17;12;4;11;3;1;0;0
3092;Everton;Man United;1;3;A;0;3;A;6;17;4;9;10;11;6;5;4;1;0;0
3093;Leeds;Ipswich;1;2;A;1;1;D;11;12;6;7;12;19;6;3;1;3;0;0
3096;Chelsea;Leicester;0;2;A;0;1;A;16;7;10;5;16;17;15;3;3;1;0;0
3097;Man City;Middlesbrough;1;1;D;0;0;D;11;4;4;2;15;11;9;3;2;5;0;0
3098;West Ham;Liverpool;1;1;D;0;1;A;15;7;4;2;5;13;9;0;0;2;0;0
3099;Bradford;Southampton;0;1;A;0;1;A;14;6;6;4;14;18;7;5;3;1;0;0
3100;Coventry;West Ham;0;3;A;0;2;A;9;12;2;10;12;11;5;6;0;1;0;0
3101;Derby;Leeds;1;1;D;0;1;A;13;16;7;6;17;15;7;4;2;2;1;0
3102;Ipswich;Arsenal;1;1;D;0;0;D;17;10;6;4;8;13;4;7;1;2;0;0
3103;Liverpool;Sunderland;1;1;D;1;1;D;11;8;6;3;14;18;12;3;2;2;0;0
3104;Man United;Chelsea;3;3;D;3;2;H;11;13;5;5;15;19;8;4;3;2;0;0
3105;Middlesbrough;Aston Villa;1;1;D;0;0;D;12;15;5;7;7;14;5;5;3;0;0;0
3106;Newcastle;Charlton;0;1;A;0;1;A;12;4;5;2;14;10;4;7;1;2;0;0
3107;Tottenham;Man City;0;0;D;0;0;D;18;7;5;2;10;14;5;4;0;2;0;0
3108;Leicester;Everton;1;1;D;1;0;H;10;9;4;3;14;13;9;3;3;1;0;0
3110;Charlton;Coventry;2;2;D;0;1;A;12;10;8;6;8;16;6;6;1;2;0;0
3111;Everton;Ipswich;0;3;A;0;1;A;7;9;3;7;6;5;4;1;1;0;0;0
3113;Man City;Newcastle;0;1;A;0;0;D;9;15;7;9;16;12;10;8;0;1;0;0
3114;Southampton;Middlesbrough;1;3;A;0;2;A;16;7;8;5;6;22;6;6;2;2;0;0
3115;West Ham;Bradford;1;1;D;1;0;H;14;9;6;6;14;10;7;2;3;2;0;0
3118;Sunderland;Leicester;0;0;D;0;0;D;11;8;5;2;12;8;6;2;3;1;0;0
3121;Everton;Southampton;1;1;D;0;0;D;7;7;3;4;16;13;9;8;1;3;0;0
3122;Ipswich;West Ham;1;1;D;1;0;H;11;7;8;2;10;11;8;5;0;4;0;0
3124;Leicester;Man United;0;3;A;0;1;A;10;16;4;5;8;11;6;7;0;0;0;0
3127;Derby;Liverpool;0;4;A;0;1;A;6;16;0;11;18;13;4;3;1;1;0;0
3128;Middlesbrough;Newcastle;1;3;A;0;1;A;8;15;2;8;8;13;6;6;2;1;0;0
3129;Bradford;Ipswich;0;2;A;0;1;A;7;12;3;3;15;14;9;1;1;0;0;0
3134;Newcastle;Everton;0;1;A;0;0;D;11;9;4;4;9;12;5;4;1;3;0;0
3136;West Ham;Arsenal;1;2;A;0;2;A;11;13;3;5;15;11;5;4;1;0;0;0
3137;Aston Villa;Sunderland;0;0;D;0;0;D;17;7;4;3;11;17;7;3;1;3;0;0
3138;Southampton;Man City;0;2;A;0;1;A;19;11;6;4;10;15;9;3;1;2;0;0
3147;Bradford;Leeds;1;1;D;1;0;H;11;12;6;9;15;15;5;9;3;4;0;0
3150;Coventry;Man United;1;2;A;0;2;A;4;11;2;6;17;8;3;9;1;1;0;0
3152;Man City;Leicester;0;1;A;0;0;D;14;3;3;2;12;14;9;4;1;2;0;0
3153;Middlesbrough;Arsenal;0;1;A;0;1;A;4;11;3;8;10;11;5;8;1;1;1;0
3157;Everton;Aston Villa;0;1;A;0;0;D;14;4;6;1;17;23;6;2;3;2;0;0
3158;Derby;West Ham;0;0;D;0;0;D;14;6;2;6;14;18;6;1;1;1;0;0
3159;Arsenal;Derby;0;0;D;0;0;D;15;9;9;2;12;13;10;0;0;2;0;0
3161;Bradford;Everton;0;1;A;0;0;D;11;9;6;4;8;18;3;3;1;2;0;0
3163;Leicester;Newcastle;1;1;D;0;0;D;8;7;4;1;7;8;0;3;1;1;0;0
3165;Sunderland;Southampton;2;2;D;1;1;D;11;10;5;5;13;21;7;4;1;1;0;0
3167;Chelsea;Leeds;1;1;D;0;0;D;12;11;7;3;19;24;3;2;4;4;0;0
3172;Leeds;West Ham;0;1;A;0;1;A;15;4;6;3;14;19;2;2;1;1;0;0
3173;Man City;Man United;0;1;A;0;1;A;10;8;4;4;13;8;10;11;3;1;0;0
3174;Middlesbrough;Leicester;0;3;A;0;2;A;11;9;4;7;8;12;6;2;3;1;0;0
3175;Newcastle;Sunderland;1;2;A;1;0;H;19;9;9;6;17;26;1;4;1;3;0;0
3178;Coventry;Ipswich;0;1;A;0;0;D;12;10;5;4;10;12;5;5;1;1;0;0
3179;Charlton;Sunderland;0;1;A;0;0;D;10;8;2;3;16;16;7;8;0;1;0;0
3180;Coventry;Aston Villa;1;1;D;0;1;A;10;7;2;4;9;19;6;1;1;2;0;0
3181;Derby;Man United;0;3;A;0;0;D;1;12;0;7;12;12;3;9;2;1;0;0
3183;Man City;Ipswich;2;3;A;0;2;A;9;11;4;4;8;5;6;5;0;2;0;0
3184;Middlesbrough;Bradford;2;2;D;0;2;A;14;9;9;5;17;18;6;4;0;2;1;0
3185;Southampton;West Ham;2;3;A;1;2;A;10;14;5;8;12;10;6;10;1;2;0;0
3190;Aston Villa;Newcastle;1;1;D;1;0;H;8;9;4;5;11;12;8;2;2;1;0;0
3192;Ipswich;Derby;0;1;A;0;1;A;11;3;5;3;13;13;6;1;1;1;0;0
3200;Bradford;Tottenham;3;3;D;1;2;A;13;6;6;4;6;16;7;2;2;0;0;0
3201;Charlton;Man United;3;3;D;1;2;A;15;15;8;8;6;10;9;6;0;1;0;0
3206;West Ham;Aston Villa;1;1;D;1;1;D;13;15;5;4;14;15;4;4;1;3;0;0
3208;Liverpool;Ipswich;0;1;A;0;1;A;14;11;5;6;12;14;8;5;1;3;0;0
3209;Aston Villa;Man City;2;2;D;0;0;D;10;9;5;4;8;16;5;4;2;1;1;0
3211;Everton;West Ham;1;1;D;0;0;D;15;9;5;4;10;7;9;7;1;2;0;0
3217;Man United;Liverpool;0;1;A;0;1;A;6;9;4;4;10;11;9;2;1;0;1;0
3218;Tottenham;Arsenal;1;1;D;1;0;H;8;17;4;10;20;14;3;7;2;1;0;0
3219;Coventry;Southampton;1;1;D;1;0;H;12;10;5;2;12;13;8;6;1;1;0;0
3223;Leeds;Aston Villa;1;2;A;0;1;A;15;8;5;5;18;18;10;2;1;4;0;0
3228;Tottenham;Middlesbrough;0;0;D;0;0;D;16;5;8;0;22;13;8;4;2;3;0;0
3230;Aston Villa;Man United;0;1;A;0;0;D;6;14;3;3;15;16;2;4;1;2;0;0
3231;Bradford;Sunderland;1;4;A;0;1;A;11;16;3;11;17;17;9;8;2;0;0;0
3232;Everton;Coventry;1;2;A;0;0;D;17;10;9;5;14;16;5;2;2;1;0;0
3233;Ipswich;Chelsea;2;2;D;1;2;A;19;7;13;4;5;9;8;2;0;4;0;0
3234;Man City;Derby;0;0;D;0;0;D;15;14;7;3;15;14;7;7;2;2;0;0
3239;Arsenal;Sunderland;2;2;D;2;0;H;17;14;9;7;14;18;11;1;0;3;0;0
3241;Man City;Charlton;1;4;A;0;2;A;8;13;1;8;11;14;7;4;1;2;0;0
3242;Middlesbrough;Coventry;1;1;D;0;1;A;14;9;6;3;9;16;4;3;1;3;0;0
3243;Newcastle;Man United;1;1;D;0;1;A;14;8;4;6;13;10;6;3;2;3;0;0
3247;Coventry;Man City;1;1;D;0;0;D;19;10;9;5;16;15;12;8;1;2;0;0
3249;Leeds;Middlesbrough;1;1;D;0;1;A;16;5;5;3;14;15;5;1;2;3;0;0
3250;Leicester;Bradford;1;2;A;1;2;A;9;8;3;4;11;14;5;3;0;3;0;0
3255;Arsenal;Chelsea;1;1;D;1;0;H;15;12;8;8;13;15;10;3;1;4;0;0
3256;Aston Villa;Liverpool;0;3;A;0;2;A;5;12;1;6;7;10;1;4;2;0;0;0
3257;Bradford;Man United;0;3;A;0;0;D;9;20;3;11;11;11;1;9;1;0;0;0
3258;Everton;Tottenham;0;0;D;0;0;D;17;4;8;1;11;15;9;0;1;0;0;0
3259;Man City;Leeds;0;4;A;0;1;A;5;10;3;6;23;17;4;5;5;3;0;0
3262;Southampton;Charlton;0;0;D;0;0;D;17;10;6;4;8;12;9;3;0;0;0;0
3263;West Ham;Sunderland;0;2;A;0;1;A;13;7;6;5;20;21;9;6;4;2;0;0
3266;Coventry;Everton;1;3;A;0;3;A;9;8;5;4;9;22;15;3;0;1;0;0
3267;Derby;Man City;1;1;D;0;0;D;9;10;3;4;17;22;5;4;2;2;0;0
3268;Leeds;Newcastle;1;3;A;1;2;A;12;11;5;7;12;18;16;1;2;1;0;0
3269;Leicester;Arsenal;0;0;D;0;0;D;3;13;0;4;6;8;1;9;2;2;1;0
3270;Liverpool;Middlesbrough;0;0;D;0;0;D;22;4;7;2;9;10;7;3;1;1;0;0
3272;Tottenham;Southampton;0;0;D;0;0;D;9;9;4;6;10;15;6;0;0;1;0;0
3273;Sunderland;Bradford;0;0;D;0;0;D;14;7;6;3;10;13;8;7;0;1;0;0
3274;Charlton;West Ham;1;1;D;1;0;H;9;18;3;3;11;8;0;5;0;1;0;0
3275;Aston Villa;Leeds;1;2;A;1;1;D;12;7;4;3;11;10;5;3;2;0;0;0
3279;Everton;Middlesbrough;2;2;D;0;1;A;17;6;8;3;17;12;9;1;1;5;0;0
3281;Man City;Liverpool;1;1;D;0;1;A;4;16;2;3;17;13;5;11;1;1;0;0
3283;Sunderland;Man United;0;1;A;0;0;D;9;13;2;7;15;13;3;2;2;0;2;1
3284;West Ham;Tottenham;0;0;D;0;0;D;17;14;6;6;9;16;9;4;1;1;0;0
3285;Bradford;Aston Villa;0;3;A;0;0;D;9;13;2;6;14;14;3;4;2;0;0;0
3286;Coventry;Arsenal;0;1;A;0;0;D;12;8;4;6;13;14;3;7;3;4;0;0
3288;Ipswich;Leeds;1;2;A;0;2;A;11;10;6;3;10;15;3;4;1;2;1;0
3292;Middlesbrough;Man City;1;1;D;0;1;A;14;6;6;3;12;14;4;2;0;2;1;0
3293;Tottenham;Charlton;0;0;D;0;0;D;9;7;3;2;17;14;2;3;2;0;0;0
3294;Everton;Leeds;2;2;D;1;0;H;7;9;4;5;18;18;4;7;2;1;0;0
3296;Aston Villa;Middlesbrough;1;1;D;1;0;H;15;6;4;3;11;11;7;4;1;1;0;0
3297;Chelsea;Man United;1;1;D;1;0;H;8;16;4;6;16;12;3;8;0;2;0;0
3299;Leeds;Derby;0;0;D;0;0;D;12;3;6;2;11;17;17;4;2;5;0;0
3300;Man City;Tottenham;0;1;A;0;0;D;11;11;4;4;17;10;7;3;1;0;0;0
3302;Sunderland;Liverpool;1;1;D;0;0;D;9;8;6;4;15;25;9;6;5;3;0;0
3304;West Ham;Coventry;1;1;D;0;0;D;21;13;9;4;13;16;5;4;2;5;0;0
3305;Bradford;West Ham;1;2;A;0;1;A;15;11;5;5;9;10;7;1;1;2;0;0
3306;Coventry;Charlton;2;2;D;1;1;D;17;15;7;7;15;11;3;7;0;0;0;0
3310;Middlesbrough;Southampton;0;1;A;0;0;D;11;10;6;5;9;9;3;6;1;0;0;0
3311;Newcastle;Man City;0;1;A;0;0;D;10;11;3;3;18;11;5;5;1;0;0;0
3312;Tottenham;Leeds;1;2;A;1;1;D;13;15;4;9;16;14;5;12;2;1;0;0
3315;Coventry;Chelsea;0;0;D;0;0;D;17;24;10;11;13;15;5;8;2;2;0;0
3317;Everton;Newcastle;1;1;D;0;0;D;16;4;6;2;13;12;4;1;1;2;0;0
3318;Leeds;Man United;1;1;D;0;0;D;18;5;10;5;25;21;14;3;3;5;0;0
3320;Man City;Southampton;0;1;A;0;0;D;15;6;7;1;15;15;5;6;1;1;0;0
3321;Middlesbrough;Charlton;0;0;D;0;0;D;8;11;2;8;13;12;4;5;1;1;0;0
3323;Sunderland;Aston Villa;1;1;D;0;0;D;18;6;12;2;17;18;5;3;1;2;0;0
3324;West Ham;Chelsea;0;2;A;0;2;A;7;17;2;6;12;9;1;0;2;2;0;0
3326;Bradford;Man City;2;2;D;0;1;A;16;10;7;3;13;12;3;3;2;1;0;0
3327;Charlton;Leeds;1;2;A;1;1;D;7;7;3;5;19;13;2;5;3;5;0;0
3328;Chelsea;Sunderland;2;4;A;2;1;H;14;11;6;7;15;26;4;5;0;0;0;0
3330;Newcastle;Middlesbrough;1;2;A;0;2;A;16;7;5;4;14;19;5;1;0;3;0;1
3333;West Ham;Ipswich;0;1;A;0;0;D;5;13;2;5;14;8;4;5;0;0;0;0
3334;Aston Villa;Arsenal;0;0;D;0;0;D;4;14;2;5;16;13;3;3;2;2;0;1
3335;Liverpool;Derby;1;1;D;0;1;A;18;7;8;4;11;9;9;3;2;2;0;0
3337;Bradford;Newcastle;2;2;D;2;1;H;22;14;8;7;17;23;10;8;0;1;0;0
3341;Man City;Aston Villa;1;3;A;1;2;A;12;8;6;7;18;13;9;2;6;4;1;0
3342;Sunderland;Leeds;0;2;A;0;1;A;14;7;8;4;17;10;8;4;2;2;0;1
3343;West Ham;Everton;0;2;A;0;1;A;17;10;6;7;16;16;8;2;3;2;1;0
3345;Southampton;Ipswich;0;3;A;0;1;A;11;11;3;5;17;15;6;7;2;1;0;0
3347;Aston Villa;West Ham;2;2;D;0;0;D;6;7;4;5;5;3;5;3;1;3;0;0
3348;Derby;Chelsea;0;4;A;0;0;D;3;10;2;7;13;7;1;9;1;1;0;0
3350;Leicester;Coventry;1;3;A;1;2;A;9;15;4;5;9;19;4;9;3;2;0;0
3352;Middlesbrough;Sunderland;0;0;D;0;0;D;12;12;6;4;22;22;3;2;5;3;1;0
3353;Ipswich;Liverpool;1;1;D;0;0;D;8;7;5;2;10;15;6;1;0;0;0;0
3356;Man City;Arsenal;0;4;A;0;4;A;7;15;2;8;10;8;7;3;2;0;0;0
3358;Liverpool;Leeds;1;2;A;0;2;A;11;9;5;3;19;16;8;2;3;1;1;0
3359;Arsenal;Middlesbrough;0;3;A;0;2;A;17;6;8;2;13;11;9;0;1;1;0;0
3363;Leicester;Man City;1;2;A;1;1;D;15;8;9;3;13;26;5;1;2;3;0;0
3365;Sunderland;Tottenham;2;3;A;2;0;H;13;8;4;6;12;15;3;3;1;2;0;0
3369;Everton;Liverpool;2;3;A;1;1;D;10;10;7;6;19;15;2;5;4;2;1;0
3370;Middlesbrough;Ipswich;1;2;A;1;0;H;4;12;1;5;8;8;5;4;0;0;0;0
3372;Charlton;Aston Villa;3;3;D;2;0;H;12;11;5;8;10;15;5;7;3;4;1;0
3373;Tottenham;Chelsea;0;3;A;0;1;A;5;16;1;10;14;11;2;5;2;2;1;0
3375;Aston Villa;Southampton;0;0;D;0;0;D;9;3;2;3;10;15;4;5;1;2;0;0
3377;Chelsea;Charlton;0;1;A;0;1;A;9;4;1;2;12;14;10;3;3;0;0;0
3379;Leicester;Middlesbrough;0;3;A;0;1;A;15;15;4;7;13;11;12;5;3;1;0;0
3380;Man United;Man City;1;1;D;0;0;D;13;6;6;4;14;20;3;2;0;0;1;0
3381;Sunderland;Newcastle;1;1;D;0;0;D;16;9;10;5;17;22;4;8;5;4;0;0
3382;West Ham;Leeds;0;2;A;0;1;A;15;12;10;7;17;13;6;6;5;2;0;1
3384;Coventry;Liverpool;0;2;A;0;0;D;11;13;4;6;15;11;7;7;3;1;0;0
3385;Derby;Arsenal;1;2;A;1;1;D;6;14;2;9;14;13;4;6;3;4;0;0
3389;Middlesbrough;Man United;0;2;A;0;1;A;18;9;3;5;13;21;4;6;2;3;0;0
3391;Southampton;Sunderland;0;1;A;0;0;D;11;6;5;3;15;14;11;2;2;1;0;0
3392;Tottenham;Aston Villa;0;0;D;0;0;D;7;7;3;4;13;13;5;6;1;0;0;0
3394;Bradford;Liverpool;0;2;A;0;0;D;15;11;4;10;11;13;7;0;0;2;0;0
3395;Newcastle;Southampton;1;1;D;1;0;H;7;11;5;3;15;17;4;2;2;1;0;0
3398;Bradford;Middlesbrough;1;1;D;1;0;H;10;14;7;9;25;21;6;6;4;2;0;0
3402;Man United;Derby;0;1;A;0;1;A;11;10;6;5;13;11;13;1;1;0;0;0
3406;Liverpool;Chelsea;2;2;D;1;1;D;16;14;8;7;14;21;6;6;1;4;0;0
3409;Newcastle;Arsenal;0;0;D;0;0;D;12;8;2;1;14;10;4;8;1;0;0;0
3410;Charlton;Liverpool;0;4;A;0;0;D;12;16;10;14;7;13;10;10;1;1;0;0
3411;Coventry;Bradford;0;0;D;0;0;D;15;10;7;3;15;13;9;3;1;1;0;0
3412;Derby;Ipswich;1;1;D;1;0;H;7;13;2;6;14;15;3;11;1;1;0;0
3413;Everton;Sunderland;2;2;D;1;1;D;18;11;8;4;12;13;5;6;5;3;0;1
3415;Man City;Chelsea;1;2;A;1;1;D;3;9;1;3;22;18;8;7;4;2;0;0
3422;Coventry;Middlesbrough;1;3;A;1;1;D;6;16;3;9;15;21;8;4;5;3;1;0
3423;Derby;Southampton;2;2;D;1;2;A;6;13;4;6;11;13;5;8;1;1;0;0
