Arquivo: leitura.c
========================================

 ID | Token                  |  Linha | Coluna | Lexema
  9 | TKAtrib                |    167 |     17 | =
 22 | TKCteInt               |    167 |     19 | 0
 10 | TKPontoEVirgula        |    167 |     20 | ;
  3 | TKInt                  |    169 |      1 | int
  1 | TKId                   |    169 |      5 | palavra_reservada
  7 | TKAbrePar              |    169 |     22 | (
 16 | TKChar                 |    169 |     23 | char
  1 | TKId                   |    169 |     28 | lex
 18 | TKAbreColchete         |    169 |     31 | [
 19 | TKFechaColchete        |    169 |     32 | ]
  8 | TKFechaPar             |    169 |     33 | )
 11 | TKAbreChaves           |    169 |     35 | {
  3 | TKInt                  |    170 |      5 | int
  1 | TKId                   |    170 |      9 | postab
  9 | TKAtrib                |    170 |     16 | =
 22 | TKCteInt               |    170 |     18 | 0
 10 | TKPontoEVirgula        |    170 |     19 | ;
 27 | TKWhile                |    171 |      5 | while
  7 | TKAbrePar              |    171 |     11 | (
  1 | TKId                   |    171 |     12 | strcmp
  7 | TKAbrePar              |    171 |     18 | (
 25 | TKString               |    171 |     19 | "fimtabela"
  5 | TKVirgula              |    171 |     30 | ,
  1 | TKId                   |    171 |     32 | lista_pal
 18 | TKAbreColchete         |    171 |     41 | [
  1 | TKId                   |    171 |     42 | postab
 19 | TKFechaColchete        |    171 |     48 | ]
 80 | TKPonto                |    171 |     49 | .
  1 | TKId                   |    171 |     50 | palavra
  8 | TKFechaPar             |    171 |     57 | )
 65 | TKDiferente            |    171 |     59 | !=
 22 | TKCteInt               |    171 |     62 | 0
  8 | TKFechaPar             |    171 |     63 | )
 11 | TKAbreChaves           |    171 |     65 | {
 24 | TKIf                   |    172 |      9 | if
  7 | TKAbrePar              |    172 |     12 | (
  1 | TKId                   |    172 |     13 | strcmp
  7 | TKAbrePar              |    172 |     19 | (
  1 | TKId                   |    172 |     20 | lex
  5 | TKVirgula              |    172 |     23 | ,
  1 | TKId                   |    172 |     25 | lista_pal
 18 | TKAbreColchete         |    172 |     34 | [
  1 | TKId                   |    172 |     35 | postab
 19 | TKFechaColchete        |    172 |     41 | ]
 80 | TKPonto                |    172 |     42 | .
  1 | TKId                   |    172 |     43 | palavra
  8 | TKFechaPar             |    172 |     50 | )
 64 | TKIgual                |    172 |     52 | ==
 22 | TKCteInt               |    172 |     55 | 0
  8 | TKFechaPar             |    172 |     56 | )
 33 | TKReturn               |    173 |     13 | return
  1 | TKId                   |    173 |     20 | lista_pal
 18 | TKAbreColchete         |    173 |     29 | [
  1 | TKId                   |    173 |     30 | postab
 19 | TKFechaColchete        |    173 |     36 | ]
 80 | TKPonto                |    173 |     37 | .
  1 | TKId                   |    173 |     38 | tk
 10 | TKPontoEVirgula        |    173 |     40 | ;
  1 | TKId                   |    174 |      9 | postab
 14 | TKDuploMais            |    174 |     15 | ++
 10 | TKPontoEVirgula        |    174 |     17 | ;
 12 | TKFechaChaves          |    175 |      5 | }
 33 | TKReturn               |    176 |      5 | return
  1 | TKId                   |    176 |     12 | TKId
 10 | TKPontoEVirgula        |    176 |     16 | ;
 12 | TKFechaChaves          |    177 |      1 | }
  2 | TKVoid                 |    179 |      1 | void
  1 | TKId                   |    179 |      6 | marcaPosToken
  7 | TKAbrePar              |    179 |     19 | (
  8 | TKFechaPar             |    179 |     20 | )
 11 | TKAbreChaves           |    179 |     22 | {
  1 | TKId                   |    180 |      5 | pilhacon
 18 | TKAbreColchete         |    180 |     13 | [
  1 | TKId                   |    180 |     14 | topcontexto
 19 | TKFechaColchete        |    180 |     25 | ]
 80 | TKPonto                |    180 |     26 | .
  1 | TKId                   |    180 |     27 | posglobal
  9 | TKAtrib                |    180 |     37 | =
  1 | TKId                   |    180 |     39 | ftell
  7 | TKAbrePar              |    180 |     44 | (
  1 | TKId                   |    180 |     45 | arqin
  8 | TKFechaPar             |    180 |     50 | )
 10 | TKPontoEVirgula        |    180 |     51 | ;
  1 | TKId                   |    181 |      5 | pilhacon
 18 | TKAbreColchete         |    181 |     13 | [
  1 | TKId                   |    181 |     14 | topcontexto
 19 | TKFechaColchete        |    181 |     25 | ]
 80 | TKPonto                |    181 |     26 | .
  1 | TKId                   |    181 |     27 | tkant
  9 | TKAtrib                |    181 |     33 | =
  1 | TKId                   |    181 |     35 | tk
 10 | TKPontoEVirgula        |    181 |     37 | ;
  1 | TKId                   |    182 |      5 | pilhacon
 18 | TKAbreColchete         |    182 |     13 | [
  1 | TKId                   |    182 |     14 | topcontexto
 19 | TKFechaColchete        |    182 |     25 | ]
 80 | TKPonto                |    182 |     26 | .
  1 | TKId                   |    182 |     27 | cant
  9 | TKAtrib                |    182 |     32 | =
  1 | TKId                   |    182 |     34 | c
 10 | TKPontoEVirgula        |    182 |     35 | ;
  1 | TKId                   |    183 |      5 | strcpy
  7 | TKAbrePar              |    183 |     11 | (
  1 | TKId                   |    183 |     12 | pilhacon
 18 | TKAbreColchete         |    183 |     20 | [
  1 | TKId                   |    183 |     21 | topcontexto
 19 | TKFechaColchete        |    183 |     32 | ]
 80 | TKPonto                |    183 |     33 | .
  1 | TKId                   |    183 |     34 | lexant
  5 | TKVirgula              |    183 |     40 | ,
  1 | TKId                   |    183 |     42 | lex
  8 | TKFechaPar             |    183 |     45 | )
 10 | TKPontoEVirgula        |    183 |     46 | ;
  1 | TKId                   |    184 |      5 | pilhacon
 18 | TKAbreColchete         |    184 |     13 | [
  1 | TKId                   |    184 |     14 | topcontexto
 19 | TKFechaColchete        |    184 |     25 | ]
 80 | TKPonto                |    184 |     26 | .
  1 | TKId                   |    184 |     27 | linant
  9 | TKAtrib                |    184 |     34 | =
  1 | TKId                   |    184 |     36 | lin
 10 | TKPontoEVirgula        |    184 |     39 | ;
  1 | TKId                   |    185 |      5 | pilhacon
 18 | TKAbreColchete         |    185 |     13 | [
  1 | TKId                   |    185 |     14 | topcontexto
 19 | TKFechaColchete        |    185 |     25 | ]
 80 | TKPonto                |    185 |     26 | .
  1 | TKId                   |    185 |     27 | colant
  9 | TKAtrib                |    185 |     34 | =
  1 | TKId                   |    185 |     36 | col
 10 | TKPontoEVirgula        |    185 |     39 | ;
  1 | TKId                   |    186 |      5 | topcontexto
 14 | TKDuploMais            |    186 |     16 | ++
 10 | TKPontoEVirgula        |    186 |     18 | ;
 12 | TKFechaChaves          |    187 |      1 | }
  2 | TKVoid                 |    189 |      1 | void
  1 | TKId                   |    189 |      6 | restauraPosToken
  7 | TKAbrePar              |    189 |     22 | (
  8 | TKFechaPar             |    189 |     23 | )
 11 | TKAbreChaves           |    189 |     25 | {
  1 | TKId                   |    190 |      5 | topcontexto
 54 | TKDuploMenos           |    190 |     16 | --
 10 | TKPontoEVirgula        |    190 |     18 | ;
  1 | TKId                   |    191 |      5 | fseek
  7 | TKAbrePar              |    191 |     10 | (
  1 | TKId                   |    191 |     11 | arqin
  5 | TKVirgula              |    191 |     16 | ,
  1 | TKId                   |    191 |     18 | pilhacon
 18 | TKAbreColchete         |    191 |     26 | [
  1 | TKId                   |    191 |     27 | topcontexto
 19 | TKFechaColchete        |    191 |     38 | ]
 80 | TKPonto                |    191 |     39 | .
  1 | TKId                   |    191 |     40 | posglobal
  5 | TKVirgula              |    191 |     49 | ,
  1 | TKId                   |    191 |     51 | SEEK_SET
  8 | TKFechaPar             |    191 |     59 | )
 10 | TKPontoEVirgula        |    191 |     60 | ;
  1 | TKId                   |    192 |      5 | c
  9 | TKAtrib                |    192 |      7 | =
  1 | TKId                   |    192 |      9 | pilhacon
 18 | TKAbreColchete         |    192 |     17 | [
  1 | TKId                   |    192 |     18 | topcontexto
 19 | TKFechaColchete        |    192 |     29 | ]
 80 | TKPonto                |    192 |     30 | .
  1 | TKId                   |    192 |     31 | cant
 10 | TKPontoEVirgula        |    192 |     35 | ;
  1 | TKId                   |    193 |      5 | tk
  9 | TKAtrib                |    193 |      8 | =
  1 | TKId                   |    193 |     10 | pilhacon
 18 | TKAbreColchete         |    193 |     18 | [
  1 | TKId                   |    193 |     19 | topcontexto
 19 | TKFechaColchete        |    193 |     30 | ]
 80 | TKPonto                |    193 |     31 | .
  1 | TKId                   |    193 |     32 | tkant
 10 | TKPontoEVirgula        |    193 |     37 | ;
  1 | TKId                   |    194 |      5 | strcpy
  7 | TKAbrePar              |    194 |     11 | (
  1 | TKId                   |    194 |     12 | lex
  5 | TKVirgula              |    194 |     15 | ,
  1 | TKId                   |    194 |     17 | pilhacon
 18 | TKAbreColchete         |    194 |     25 | [
  1 | TKId                   |    194 |     26 | topcontexto
 19 | TKFechaColchete        |    194 |     37 | ]
 80 | TKPonto                |    194 |     38 | .
  1 | TKId                   |    194 |     39 | lexant
  8 | TKFechaPar             |    194 |     45 | )
 10 | TKPontoEVirgula        |    194 |     46 | ;
  1 | TKId                   |    195 |      5 | lin
  9 | TKAtrib                |    195 |      9 | =
  1 | TKId                   |    195 |     11 | pilhacon
 18 | TKAbreColchete         |    195 |     19 | [
  1 | TKId                   |    195 |     20 | topcontexto
 19 | TKFechaColchete        |    195 |     31 | ]
 80 | TKPonto                |    195 |     32 | .
  1 | TKId                   |    195 |     33 | linant
 10 | TKPontoEVirgula        |    195 |     39 | ;
  1 | TKId                   |    196 |      5 | col
  9 | TKAtrib                |    196 |      9 | =
  1 | TKId                   |    196 |     11 | pilhacon
 18 | TKAbreColchete         |    196 |     19 | [
  1 | TKId                   |    196 |     20 | topcontexto
 19 | TKFechaColchete        |    196 |     31 | ]
 80 | TKPonto                |    196 |     32 | .
  1 | TKId                   |    196 |     33 | colant
 10 | TKPontoEVirgula        |    196 |     39 | ;
 12 | TKFechaChaves          |    197 |      1 | }
 12 | TKFechaChaves          |    199 |      1 | /
  2 | TKVoid                 |    200 |      1 | void
  1 | TKId                   |    200 |      6 | proxC
  7 | TKAbrePar              |    200 |     11 | (
  8 | TKFechaPar             |    200 |     12 | )
 11 | TKAbreChaves           |    200 |     14 | {
 24 | TKIf                   |    201 |      5 | if
  7 | TKAbrePar              |    201 |      8 | (
  1 | TKId                   |    201 |      9 | feof
  7 | TKAbrePar              |    201 |     13 | (
  1 | TKId                   |    201 |     14 | arqin
  8 | TKFechaPar             |    201 |     19 | )
 71 | TKOu                   |    201 |     21 | ||
  1 | TKId                   |    201 |     24 | fread
  7 | TKAbrePar              |    201 |     29 | (
 73 | TKAndBit               |    201 |     30 | &
  1 | TKId                   |    201 |     31 | c
  5 | TKVirgula              |    201 |     32 | ,
 22 | TKCteInt               |    201 |     34 | 1
  5 | TKVirgula              |    201 |     35 | ,
 22 | TKCteInt               |    201 |     37 | 1
  5 | TKVirgula              |    201 |     38 | ,
  1 | TKId                   |    201 |     40 | arqin
  8 | TKFechaPar             |    201 |     45 | )
 65 | TKDiferente            |    201 |     47 | !=
 22 | TKCteInt               |    201 |     50 | 1
  8 | TKFechaPar             |    201 |     51 | )
 11 | TKAbreChaves           |    201 |     53 | {
  1 | TKId                   |    202 |      9 | c
  9 | TKAtrib                |    202 |     11 | =
 17 | TKSub                  |    202 |     13 | -
 22 | TKCteInt               |    202 |     14 | 1
 10 | TKPontoEVirgula        |    202 |     15 | ;
 33 | TKReturn               |    203 |      9 | return
 10 | TKPontoEVirgula        |    203 |     15 | ;
 12 | TKFechaChaves          |    204 |      5 | }
 24 | TKIf                   |    206 |      5 | if
  7 | TKAbrePar              |    206 |      8 | (
  1 | TKId                   |    206 |      9 | c
 64 | TKIgual                |    206 |     11 | ==
 83 | TKCteChar              |    206 |     14 | '\n'
  8 | TKFechaPar             |    206 |     18 | )
 11 | TKAbreChaves           |    206 |     20 | {
  1 | TKId                   |    207 |      9 | lin
 14 | TKDuploMais            |    207 |     12 | ++
 10 | TKPontoEVirgula        |    207 |     14 | ;
  1 | TKId                   |    208 |      9 | col
  9 | TKAtrib                |    208 |     13 | =
 22 | TKCteInt               |    208 |     15 | 0
 10 | TKPontoEVirgula        |    208 |     16 | ;
 12 | TKFechaChaves          |    209 |      5 | }
 23 | TKElse                 |    209 |      7 | else
 24 | TKIf                   |    209 |     12 | if
  7 | TKAbrePar              |    209 |     15 | (
  1 | TKId                   |    209 |     16 | c
 65 | TKDiferente            |    209 |     18 | !=
 83 | TKCteChar              |    209 |     21 | '\r'
  8 | TKFechaPar             |    209 |     25 | )
 11 | TKAbreChaves           |    209 |     27 | {
  1 | TKId                   |    210 |      9 | col
 14 | TKDuploMais            |    210 |     12 | ++
 10 | TKPontoEVirgula        |    210 |     14 | ;
 12 | TKFechaChaves          |    211 |      5 | }
 12 | TKFechaChaves          |    212 |      1 | }
  2 | TKVoid                 |    214 |      1 | void
  1 | TKId                   |    214 |      6 | getToken
  7 | TKAbrePar              |    214 |     14 | (
  8 | TKFechaPar             |    214 |     15 | )
 11 | TKAbreChaves           |    214 |     17 | {
  3 | TKInt                  |    215 |      5 | int
  1 | TKId                   |    215 |      9 | posl
  5 | TKVirgula              |    215 |     13 | ,
  1 | TKId                   |    215 |     15 | tokenEncontrado
  9 | TKAtrib                |    215 |     31 | =
 22 | TKCteInt               |    215 |     33 | 0
 10 | TKPontoEVirgula        |    215 |     34 | ;
 27 | TKWhile                |    217 |      5 | while
  7 | TKAbrePar              |    217 |     10 | (
 72 | TKNao                  |    217 |     11 | !
  1 | TKId                   |    217 |     12 | tokenEncontrado
  8 | TKFechaPar             |    217 |     27 | )
 11 | TKAbreChaves           |    217 |     28 | {
 11 | TKAbreChaves           |    218 |      9 | /
 27 | TKWhile                |    219 |      9 | while
  7 | TKAbrePar              |    219 |     15 | (
  1 | TKId                   |    219 |     16 | c
 64 | TKIgual                |    219 |     18 | ==
 83 | TKCteChar              |    219 |     21 | ' '
 71 | TKOu                   |    219 |     25 | ||
  1 | TKId                   |    219 |     28 | c
 64 | TKIgual                |    219 |     30 | ==
 83 | TKCteChar              |    219 |     33 | '\n'
 71 | TKOu                   |    219 |     38 | ||
  1 | TKId                   |    219 |     41 | c
 64 | TKIgual                |    219 |     43 | ==
 83 | TKCteChar              |    219 |     46 | '\t'
 71 | TKOu                   |    219 |     51 | ||
  1 | TKId                   |    219 |     54 | c
 64 | TKIgual                |    219 |     56 | ==
 83 | TKCteChar              |    219 |     59 | '\r'
  8 | TKFechaPar             |    219 |     63 | )
  1 | TKId                   |    219 |     65 | proxC
  7 | TKAbrePar              |    219 |     70 | (
  8 | TKFechaPar             |    219 |     71 | )
 10 | TKPontoEVirgula        |    219 |     72 | ;
 10 | TKPontoEVirgula        |    221 |      9 | /
 24 | TKIf                   |    222 |      9 | if
  7 | TKAbrePar              |    222 |     12 | (
  1 | TKId                   |    222 |     13 | c
 64 | TKIgual                |    222 |     15 | ==
 17 | TKSub                  |    222 |     18 | -
 22 | TKCteInt               |    222 |     19 | 1
 71 | TKOu                   |    222 |     21 | ||
  1 | TKId                   |    222 |     24 | c
 64 | TKIgual                |    222 |     26 | ==
 83 | TKCteChar              |    222 |     29 | '\0'
  8 | TKFechaPar             |    222 |     33 | )
 11 | TKAbreChaves           |    222 |     35 | {
  1 | TKId                   |    223 |     13 | lex
 18 | TKAbreColchete         |    223 |     16 | [
 22 | TKCteInt               |    223 |     17 | 0
 19 | TKFechaColchete        |    223 |     18 | ]
  9 | TKAtrib                |    223 |     20 | =
 83 | TKCteChar              |    223 |     22 | '\0'
 10 | TKPontoEVirgula        |    223 |     26 | ;
  1 | TKId                   |    224 |     13 | tk_lin
  9 | TKAtrib                |    224 |     20 | =
  1 | TKId                   |    224 |     22 | lin
 10 | TKPontoEVirgula        |    224 |     25 | ;
  1 | TKId                   |    225 |     13 | tk_col
  9 | TKAtrib                |    225 |     20 | =
  1 | TKId                   |    225 |     22 | col
 10 | TKPontoEVirgula        |    225 |     25 | ;
  1 | TKId                   |    226 |     13 | tk
  9 | TKAtrib                |    226 |     16 | =
  1 | TKId                   |    226 |     18 | TKFimArquivo
 10 | TKPontoEVirgula        |    226 |     30 | ;
 33 | TKReturn               |    227 |     13 | return
 10 | TKPontoEVirgula        |    227 |     19 | ;
 12 | TKFechaChaves          |    228 |      9 | }
 12 | TKFechaChaves          |    230 |      9 | /
  1 | TKId                   |    231 |      9 | tk_lin
  9 | TKAtrib                |    231 |     16 | =
  1 | TKId                   |    231 |     18 | lin
 10 | TKPontoEVirgula        |    231 |     21 | ;
  1 | TKId                   |    232 |      9 | tk_col
  9 | TKAtrib                |    232 |     16 | =
  1 | TKId                   |    232 |     18 | col
 10 | TKPontoEVirgula        |    232 |     21 | ;
  1 | TKId                   |    233 |      9 | posl
  9 | TKAtrib                |    233 |     14 | =
 22 | TKCteInt               |    233 |     16 | 0
 10 | TKPontoEVirgula        |    233 |     17 | ;
 10 | TKPontoEVirgula        |    235 |      9 | /
 24 | TKIf                   |    236 |      9 | if
  7 | TKAbrePar              |    236 |     12 | (
  7 | TKAbrePar              |    236 |     13 | (
  1 | TKId                   |    236 |     14 | c
 69 | TKMaiorIgual           |    236 |     16 | >=
 83 | TKCteChar              |    236 |     19 | 'a'
 70 | TKE                    |    236 |     23 | &&
  1 | TKId                   |    236 |     26 | c
 68 | TKMenorIgual           |    236 |     28 | <=
 83 | TKCteChar              |    236 |     31 | 'z'
  8 | TKFechaPar             |    236 |     34 | )
 71 | TKOu                   |    236 |     36 | ||
  7 | TKAbrePar              |    236 |     39 | (
  1 | TKId                   |    236 |     40 | c
 69 | TKMaiorIgual           |    236 |     42 | >=
 83 | TKCteChar              |    236 |     45 | 'A'
 70 | TKE                    |    236 |     49 | &&
  1 | TKId                   |    236 |     52 | c
 68 | TKMenorIgual           |    236 |     54 | <=
 83 | TKCteChar              |    236 |     57 | 'Z'
  8 | TKFechaPar             |    236 |     60 | )
 71 | TKOu                   |    236 |     62 | ||
  1 | TKId                   |    236 |     65 | c
 64 | TKIgual                |    236 |     67 | ==
 83 | TKCteChar              |    236 |     70 | '_'
  8 | TKFechaPar             |    236 |     73 | )
 11 | TKAbreChaves           |    236 |     75 | {
 27 | TKWhile                |    237 |     13 | while
  7 | TKAbrePar              |    237 |     19 | (
  7 | TKAbrePar              |    237 |     20 | (
  1 | TKId                   |    237 |     21 | c
 69 | TKMaiorIgual           |    237 |     23 | >=
 83 | TKCteChar              |    237 |     26 | 'a'
 70 | TKE                    |    237 |     30 | &&
  1 | TKId                   |    237 |     33 | c
 68 | TKMenorIgual           |    237 |     35 | <=
 83 | TKCteChar              |    237 |     38 | 'z'
  8 | TKFechaPar             |    237 |     41 | )
 71 | TKOu                   |    237 |     43 | ||
  7 | TKAbrePar              |    237 |     46 | (
  1 | TKId                   |    237 |     47 | c
 69 | TKMaiorIgual           |    237 |     49 | >=
 83 | TKCteChar              |    237 |     52 | 'A'
 70 | TKE                    |    237 |     56 | &&
  1 | TKId                   |    237 |     59 | c
 68 | TKMenorIgual           |    237 |     61 | <=
 83 | TKCteChar              |    237 |     64 | 'Z'
  8 | TKFechaPar             |    237 |     67 | )
 71 | TKOu                   |    237 |     69 | ||
  1 | TKId                   |    238 |     21 | c
 64 | TKIgual                |    238 |     23 | ==
 83 | TKCteChar              |    238 |     26 | '_'
 71 | TKOu                   |    238 |     30 | ||
  7 | TKAbrePar              |    238 |     33 | (
  1 | TKId                   |    238 |     34 | c
 69 | TKMaiorIgual           |    238 |     36 | >=
 83 | TKCteChar              |    238 |     39 | '0'
 70 | TKE                    |    238 |     43 | &&
  1 | TKId                   |    238 |     46 | c
 68 | TKMenorIgual           |    238 |     48 | <=
 83 | TKCteChar              |    238 |     51 | '9'
  8 | TKFechaPar             |    238 |     54 | )
  8 | TKFechaPar             |    238 |     55 | )
 11 | TKAbreChaves           |    238 |     57 | {
 24 | TKIf                   |    239 |     17 | if
  7 | TKAbrePar              |    239 |     20 | (
  1 | TKId                   |    239 |     21 | posl
 66 | TKMenor                |    239 |     26 | <
 22 | TKCteInt               |    239 |     28 | 510
  8 | TKFechaPar             |    239 |     31 | )
  1 | TKId                   |    239 |     33 | lex
 18 | TKAbreColchete         |    239 |     36 | [
  1 | TKId                   |    239 |     37 | posl
 14 | TKDuploMais            |    239 |     41 | ++
 19 | TKFechaColchete        |    239 |     43 | ]
  9 | TKAtrib                |    239 |     45 | =
  1 | TKId                   |    239 |     47 | c
 10 | TKPontoEVirgula        |    239 |     48 | ;
  1 | TKId                   |    240 |     17 | proxC
  7 | TKAbrePar              |    240 |     22 | (
  8 | TKFechaPar             |    240 |     23 | )
 10 | TKPontoEVirgula        |    240 |     24 | ;
 12 | TKFechaChaves          |    241 |     13 | }
  1 | TKId                   |    242 |     13 | lex
 18 | TKAbreColchete         |    242 |     16 | [
  1 | TKId                   |    242 |     17 | posl
 19 | TKFechaColchete        |    242 |     21 | ]
  9 | TKAtrib                |    242 |     23 | =
 83 | TKCteChar              |    242 |     25 | '\0'
 10 | TKPontoEVirgula        |    242 |     29 | ;
  1 | TKId                   |    243 |     13 | tk
  9 | TKAtrib                |    243 |     16 | =
  1 | TKId                   |    243 |     18 | palavra_reservada
  7 | TKAbrePar              |    243 |     35 | (
  1 | TKId                   |    243 |     36 | lex
  8 | TKFechaPar             |    243 |     39 | )
 10 | TKPontoEVirgula        |    243 |     40 | ;
 33 | TKReturn               |    244 |     13 | return
 10 | TKPontoEVirgula        |    244 |     19 | ;
 12 | TKFechaChaves          |    245 |      9 | }
 24 | TKIf                   |    247 |      9 | if
  7 | TKAbrePar              |    247 |     12 | (
  1 | TKId                   |    247 |     13 | c
 69 | TKMaiorIgual           |    247 |     15 | >=
 83 | TKCteChar              |    247 |     18 | '0'
 70 | TKE                    |    247 |     22 | &&
  1 | TKId                   |    247 |     25 | c
 68 | TKMenorIgual           |    247 |     27 | <=
 83 | TKCteChar              |    247 |     30 | '9'
  8 | TKFechaPar             |    247 |     33 | )
 11 | TKAbreChaves           |    247 |     35 | {
  3 | TKInt                  |    248 |     13 | int
  1 | TKId                   |    248 |     17 | ehFloat
  9 | TKAtrib                |    248 |     25 | =
 22 | TKCteInt               |    248 |     27 | 0
 10 | TKPontoEVirgula        |    248 |     28 | ;
 10 | TKPontoEVirgula        |    250 |     13 | /
 24 | TKIf                   |    251 |     13 | if
  7 | TKAbrePar              |    251 |     16 | (
  1 | TKId                   |    251 |     17 | c
 64 | TKIgual                |    251 |     19 | ==
 83 | TKCteChar              |    251 |     22 | '0'
  8 | TKFechaPar             |    251 |     25 | )
 11 | TKAbreChaves           |    251 |     27 | {
  1 | TKId                   |    252 |     17 | lex
 18 | TKAbreColchete         |    252 |     20 | [
  1 | TKId                   |    252 |     21 | posl
 14 | TKDuploMais            |    252 |     25 | ++
 19 | TKFechaColchete        |    252 |     27 | ]
  9 | TKAtrib                |    252 |     29 | =
  1 | TKId                   |    252 |     31 | c
 10 | TKPontoEVirgula        |    252 |     32 | ;
  1 | TKId                   |    253 |     17 | proxC
  7 | TKAbrePar              |    253 |     22 | (
  8 | TKFechaPar             |    253 |     23 | )
 10 | TKPontoEVirgula        |    253 |     24 | ;
 24 | TKIf                   |    254 |     17 | if
  7 | TKAbrePar              |    254 |     20 | (
  1 | TKId                   |    254 |     21 | c
 64 | TKIgual                |    254 |     23 | ==
 83 | TKCteChar              |    254 |     26 | 'x'
 71 | TKOu                   |    254 |     30 | ||
  1 | TKId                   |    254 |     33 | c
 64 | TKIgual                |    254 |     35 | ==
 83 | TKCteChar              |    254 |     38 | 'X'
  8 | TKFechaPar             |    254 |     41 | )
 11 | TKAbreChaves           |    254 |     43 | {
  1 | TKId                   |    255 |     21 | lex
 18 | TKAbreColchete         |    255 |     24 | [
  1 | TKId                   |    255 |     25 | posl
 14 | TKDuploMais            |    255 |     29 | ++
 19 | TKFechaColchete        |    255 |     31 | ]
  9 | TKAtrib                |    255 |     33 | =
  1 | TKId                   |    255 |     35 | c
 10 | TKPontoEVirgula        |    255 |     36 | ;
  1 | TKId                   |    256 |     21 | proxC
  7 | TKAbrePar              |    256 |     26 | (
  8 | TKFechaPar             |    256 |     27 | )
 10 | TKPontoEVirgula        |    256 |     28 | ;
 27 | TKWhile                |    257 |     21 | while
  7 | TKAbrePar              |    257 |     27 | (
  7 | TKAbrePar              |    257 |     28 | (
  1 | TKId                   |    257 |     29 | c
 69 | TKMaiorIgual           |    257 |     31 | >=
 83 | TKCteChar              |    257 |     34 | '0'
 70 | TKE                    |    257 |     38 | &&
  1 | TKId                   |    257 |     41 | c
 68 | TKMenorIgual           |    257 |     43 | <=
 83 | TKCteChar              |    257 |     46 | '9'
  8 | TKFechaPar             |    257 |     49 | )
 71 | TKOu                   |    257 |     51 | ||
  7 | TKAbrePar              |    258 |     25 | (
  1 | TKId                   |    258 |     26 | c
 69 | TKMaiorIgual           |    258 |     28 | >=
 83 | TKCteChar              |    258 |     31 | 'a'
 70 | TKE                    |    258 |     35 | &&
  1 | TKId                   |    258 |     38 | c
 68 | TKMenorIgual           |    258 |     40 | <=
 83 | TKCteChar              |    258 |     43 | 'f'
  8 | TKFechaPar             |    258 |     46 | )
 71 | TKOu                   |    258 |     48 | ||
  7 | TKAbrePar              |    259 |     25 | (
  1 | TKId                   |    259 |     26 | c
 69 | TKMaiorIgual           |    259 |     28 | >=
 83 | TKCteChar              |    259 |     31 | 'A'
 70 | TKE                    |    259 |     35 | &&
  1 | TKId                   |    259 |     38 | c
 68 | TKMenorIgual           |    259 |     40 | <=
 83 | TKCteChar              |    259 |     43 | 'F'
  8 | TKFechaPar             |    259 |     46 | )
  8 | TKFechaPar             |    259 |     47 | )
 11 | TKAbreChaves           |    259 |     49 | {
 24 | TKIf                   |    260 |     25 | if
  7 | TKAbrePar              |    260 |     28 | (
  1 | TKId                   |    260 |     29 | posl
 66 | TKMenor                |    260 |     34 | <
 22 | TKCteInt               |    260 |     36 | 510
  8 | TKFechaPar             |    260 |     39 | )
  1 | TKId                   |    260 |     41 | lex
 18 | TKAbreColchete         |    260 |     44 | [
  1 | TKId                   |    260 |     45 | posl
 14 | TKDuploMais            |    260 |     49 | ++
 19 | TKFechaColchete        |    260 |     51 | ]
  9 | TKAtrib                |    260 |     53 | =
  1 | TKId                   |    260 |     55 | c
 10 | TKPontoEVirgula        |    260 |     56 | ;
  1 | TKId                   |    261 |     25 | proxC
  7 | TKAbrePar              |    261 |     30 | (
  8 | TKFechaPar             |    261 |     31 | )
 10 | TKPontoEVirgula        |    261 |     32 | ;
 12 | TKFechaChaves          |    262 |     21 | }
  1 | TKId                   |    263 |     21 | lex
 18 | TKAbreColchete         |    263 |     24 | [
  1 | TKId                   |    263 |     25 | posl
 19 | TKFechaColchete        |    263 |     29 | ]
  9 | TKAtrib                |    263 |     31 | =
 83 | TKCteChar              |    263 |     33 | '\0'
 10 | TKPontoEVirgula        |    263 |     37 | ;
  1 | TKId                   |    264 |     21 | tk
  9 | TKAtrib                |    264 |     24 | =
  1 | TKId                   |    264 |     26 | TKCteInt
 10 | TKPontoEVirgula        |    264 |     34 | ;
 33 | TKReturn               |    265 |     21 | return
 10 | TKPontoEVirgula        |    265 |     27 | ;
 12 | TKFechaChaves          |    266 |     17 | }
 12 | TKFechaChaves          |    267 |     13 | }
 23 | TKElse                 |    267 |     15 | else
 11 | TKAbreChaves           |    267 |     20 | {
  1 | TKId                   |    268 |     17 | lex
 18 | TKAbreColchete         |    268 |     20 | [
  1 | TKId                   |    268 |     21 | posl
 14 | TKDuploMais            |    268 |     25 | ++
 19 | TKFechaColchete        |    268 |     27 | ]
  9 | TKAtrib                |    268 |     29 | =
  1 | TKId                   |    268 |     31 | c
 10 | TKPontoEVirgula        |    268 |     32 | ;
  1 | TKId                   |    269 |     17 | proxC
  7 | TKAbrePar              |    269 |     22 | (
  8 | TKFechaPar             |    269 |     23 | )
 10 | TKPontoEVirgula        |    269 |     24 | ;
 12 | TKFechaChaves          |    270 |     13 | }
 12 | TKFechaChaves          |    272 |     13 | /
 27 | TKWhile                |    273 |     13 | while
  7 | TKAbrePar              |    273 |     19 | (
