Arquivo: leitura.c
========================================

 ID | Token                  |  Linha | Coluna | Lexema
 10 | TKPontoEVirgula        |    345 |     28 | ;
  1 | TKId                   |    346 |     13 | proxC
  7 | TKAbrePar              |    346 |     18 | (
  8 | TKFechaPar             |    346 |     19 | )
 10 | TKPontoEVirgula        |    346 |     20 | ;
 24 | TKIf                   |    347 |     13 | if
  7 | TKAbrePar              |    347 |     16 | (
  1 | TKId                   |    347 |     17 | c
 64 | TKIgual                |    347 |     19 | ==
 83 | TKCteChar              |    347 |     22 | '\\'
  8 | TKFechaPar             |    347 |     26 | )
 11 | TKAbreChaves           |    347 |     28 | {
 24 | TKIf                   |    348 |     17 | if
  7 | TKAbrePar              |    348 |     20 | (
  1 | TKId                   |    348 |     21 | posl
 66 | TKMenor                |    348 |     26 | <
 22 | TKCteInt               |    348 |     28 | 510
  8 | TKFechaPar             |    348 |     31 | )
  1 | TKId                   |    348 |     33 | lex
 18 | TKAbreColchete         |    348 |     36 | [
  1 | TKId                   |    348 |     37 | posl
 14 | TKDuploMais            |    348 |     41 | ++
 19 | TKFechaColchete        |    348 |     43 | ]
  9 | TKAtrib                |    348 |     45 | =
  1 | TKId                   |    348 |     47 | c
 10 | TKPontoEVirgula        |    348 |     48 | ;
  1 | TKId                   |    349 |     17 | proxC
  7 | TKAbrePar              |    349 |     22 | (
  8 | TKFechaPar             |    349 |     23 | )
 10 | TKPontoEVirgula        |    349 |     24 | ;
 12 | TKFechaChaves          |    350 |     13 | }
 24 | TKIf                   |    351 |     13 | if
  7 | TKAbrePar              |    351 |     16 | (
  1 | TKId                   |    351 |     17 | c
 65 | TKDiferente            |    351 |     19 | !=
 83 | TKCteChar              |    351 |     22 | '\'
 83 | TKCteChar              |    351 |     25 | ' 
 70 | TKE                    |    351 |     27 | &&
  1 | TKId                   |    351 |     30 | c
 65 | TKDiferente            |    351 |     32 | !=
 17 | TKSub                  |    351 |     35 | -
 22 | TKCteInt               |    351 |     36 | 1
  8 | TKFechaPar             |    351 |     37 | )
 11 | TKAbreChaves           |    351 |     39 | {
 24 | TKIf                   |    352 |     17 | if
  7 | TKAbrePar              |    352 |     20 | (
  1 | TKId                   |    352 |     21 | posl
 66 | TKMenor                |    352 |     26 | <
 22 | TKCteInt               |    352 |     28 | 510
  8 | TKFechaPar             |    352 |     31 | )
  1 | TKId                   |    352 |     33 | lex
 18 | TKAbreColchete         |    352 |     36 | [
  1 | TKId                   |    352 |     37 | posl
 14 | TKDuploMais            |    352 |     41 | ++
 19 | TKFechaColchete        |    352 |     43 | ]
  9 | TKAtrib                |    352 |     45 | =
  1 | TKId                   |    352 |     47 | c
 10 | TKPontoEVirgula        |    352 |     48 | ;
  1 | TKId                   |    353 |     17 | proxC
  7 | TKAbrePar              |    353 |     22 | (
  8 | TKFechaPar             |    353 |     23 | )
 10 | TKPontoEVirgula        |    353 |     24 | ;
 12 | TKFechaChaves          |    354 |     13 | }
 24 | TKIf                   |    355 |     13 | if
  7 | TKAbrePar              |    355 |     16 | (
  1 | TKId                   |    355 |     17 | c
 64 | TKIgual                |    355 |     19 | ==
 83 | TKCteChar              |    355 |     22 | '\'
 83 | TKCteChar              |    355 |     25 | ')
 11 | TKAbreChaves           |    355 |     28 | {
 24 | TKIf                   |    356 |     17 | if
  7 | TKAbrePar              |    356 |     20 | (
  1 | TKId                   |    356 |     21 | posl
 66 | TKMenor                |    356 |     26 | <
 22 | TKCteInt               |    356 |     28 | 510
  8 | TKFechaPar             |    356 |     31 | )
  1 | TKId                   |    356 |     33 | lex
 18 | TKAbreColchete         |    356 |     36 | [
  1 | TKId                   |    356 |     37 | posl
 14 | TKDuploMais            |    356 |     41 | ++
 19 | TKFechaColchete        |    356 |     43 | ]
  9 | TKAtrib                |    356 |     45 | =
  1 | TKId                   |    356 |     47 | c
 10 | TKPontoEVirgula        |    356 |     48 | ;
  1 | TKId                   |    357 |     17 | proxC
  7 | TKAbrePar              |    357 |     22 | (
  8 | TKFechaPar             |    357 |     23 | )
 10 | TKPontoEVirgula        |    357 |     24 | ;
 12 | TKFechaChaves          |    358 |     13 | }
  1 | TKId                   |    359 |     13 | lex
 18 | TKAbreColchete         |    359 |     16 | [
  1 | TKId                   |    359 |     17 | posl
 19 | TKFechaColchete        |    359 |     21 | ]
  9 | TKAtrib                |    359 |     23 | =
 83 | TKCteChar              |    359 |     25 | '\0'
 10 | TKPontoEVirgula        |    359 |     29 | ;
  1 | TKId                   |    360 |     13 | tk
  9 | TKAtrib                |    360 |     16 | =
  1 | TKId                   |    360 |     18 | TKCteChar
 10 | TKPontoEVirgula        |    360 |     27 | ;
 33 | TKReturn               |    361 |     13 | return
 10 | TKPontoEVirgula        |    361 |     19 | ;
 12 | TKFechaChaves          |    362 |      9 | }
 30 | TKSwitch               |    364 |      9 | switch
  7 | TKAbrePar              |    364 |     16 | (
  1 | TKId                   |    364 |     17 | c
  8 | TKFechaPar             |    364 |     18 | )
 11 | TKAbreChaves           |    364 |     20 | {
 11 | TKAbreChaves           |    365 |     13 | /
 31 | TKCase                 |    366 |     13 | case
 83 | TKCteChar              |    366 |     18 | '+'
  6 | TKDoisPontos           |    366 |     21 | :
  1 | TKId                   |    367 |     17 | lex
 18 | TKAbreColchete         |    367 |     20 | [
  1 | TKId                   |    367 |     21 | posl
 14 | TKDuploMais            |    367 |     25 | ++
 19 | TKFechaColchete        |    367 |     27 | ]
  9 | TKAtrib                |    367 |     29 | =
  1 | TKId                   |    367 |     31 | c
 10 | TKPontoEVirgula        |    367 |     32 | ;
  1 | TKId                   |    367 |     34 | proxC
  7 | TKAbrePar              |    367 |     39 | (
  8 | TKFechaPar             |    367 |     40 | )
 10 | TKPontoEVirgula        |    367 |     41 | ;
 24 | TKIf                   |    368 |     17 | if
  7 | TKAbrePar              |    368 |     20 | (
  1 | TKId                   |    368 |     21 | c
 64 | TKIgual                |    368 |     23 | ==
 83 | TKCteChar              |    368 |     26 | '+'
  8 | TKFechaPar             |    368 |     29 | )
 11 | TKAbreChaves           |    368 |     31 | {
  1 | TKId                   |    368 |     33 | lex
 18 | TKAbreColchete         |    368 |     36 | [
  1 | TKId                   |    368 |     37 | posl
 14 | TKDuploMais            |    368 |     41 | ++
 19 | TKFechaColchete        |    368 |     43 | ]
  9 | TKAtrib                |    368 |     45 | =
  1 | TKId                   |    368 |     47 | c
 10 | TKPontoEVirgula        |    368 |     48 | ;
  1 | TKId                   |    368 |     50 | lex
 18 | TKAbreColchete         |    368 |     53 | [
  1 | TKId                   |    368 |     54 | posl
 19 | TKFechaColchete        |    368 |     58 | ]
  9 | TKAtrib                |    368 |     60 | =
 83 | TKCteChar              |    368 |     62 | '\0'
 10 | TKPontoEVirgula        |    368 |     66 | ;
  1 | TKId                   |    368 |     68 | proxC
  7 | TKAbrePar              |    368 |     73 | (
  8 | TKFechaPar             |    368 |     74 | )
 10 | TKPontoEVirgula        |    368 |     75 | ;
  1 | TKId                   |    368 |     77 | tk
  9 | TKAtrib                |    368 |     80 | =
  1 | TKId                   |    368 |     82 | TKDuploMais
 10 | TKPontoEVirgula        |    368 |     93 | ;
 33 | TKReturn               |    368 |     95 | return
 10 | TKPontoEVirgula        |    368 |    101 | ;
 12 | TKFechaChaves          |    368 |    103 | }
 24 | TKIf                   |    369 |     17 | if
  7 | TKAbrePar              |    369 |     20 | (
  1 | TKId                   |    369 |     21 | c
 64 | TKIgual                |    369 |     23 | ==
 83 | TKCteChar              |    369 |     26 | '='
  8 | TKFechaPar             |    369 |     29 | )
 11 | TKAbreChaves           |    369 |     31 | {
  1 | TKId                   |    369 |     33 | lex
 18 | TKAbreColchete         |    369 |     36 | [
  1 | TKId                   |    369 |     37 | posl
 14 | TKDuploMais            |    369 |     41 | ++
 19 | TKFechaColchete        |    369 |     43 | ]
  9 | TKAtrib                |    369 |     45 | =
  1 | TKId                   |    369 |     47 | c
 10 | TKPontoEVirgula        |    369 |     48 | ;
  1 | TKId                   |    369 |     50 | lex
 18 | TKAbreColchete         |    369 |     53 | [
  1 | TKId                   |    369 |     54 | posl
 19 | TKFechaColchete        |    369 |     58 | ]
  9 | TKAtrib                |    369 |     60 | =
 83 | TKCteChar              |    369 |     62 | '\0'
 10 | TKPontoEVirgula        |    369 |     66 | ;
  1 | TKId                   |    369 |     68 | proxC
  7 | TKAbrePar              |    369 |     73 | (
  8 | TKFechaPar             |    369 |     74 | )
 10 | TKPontoEVirgula        |    369 |     75 | ;
  1 | TKId                   |    369 |     77 | tk
  9 | TKAtrib                |    369 |     80 | =
  1 | TKId                   |    369 |     82 | TKAtribMais
 10 | TKPontoEVirgula        |    369 |     93 | ;
 33 | TKReturn               |    369 |     95 | return
 10 | TKPontoEVirgula        |    369 |    101 | ;
 12 | TKFechaChaves          |    369 |    103 | }
  1 | TKId                   |    370 |     17 | lex
 18 | TKAbreColchete         |    370 |     20 | [
  1 | TKId                   |    370 |     21 | posl
 19 | TKFechaColchete        |    370 |     25 | ]
  9 | TKAtrib                |    370 |     27 | =
 83 | TKCteChar              |    370 |     29 | '\0'
 10 | TKPontoEVirgula        |    370 |     33 | ;
  1 | TKId                   |    370 |     35 | tk
  9 | TKAtrib                |    370 |     38 | =
  1 | TKId                   |    370 |     40 | TKMais
 10 | TKPontoEVirgula        |    370 |     46 | ;
 33 | TKReturn               |    370 |     48 | return
 10 | TKPontoEVirgula        |    370 |     54 | ;
 31 | TKCase                 |    371 |     13 | case
 83 | TKCteChar              |    371 |     18 | '-'
  6 | TKDoisPontos           |    371 |     21 | :
  1 | TKId                   |    372 |     17 | lex
 18 | TKAbreColchete         |    372 |     20 | [
  1 | TKId                   |    372 |     21 | posl
 14 | TKDuploMais            |    372 |     25 | ++
 19 | TKFechaColchete        |    372 |     27 | ]
  9 | TKAtrib                |    372 |     29 | =
  1 | TKId                   |    372 |     31 | c
 10 | TKPontoEVirgula        |    372 |     32 | ;
  1 | TKId                   |    372 |     34 | proxC
  7 | TKAbrePar              |    372 |     39 | (
  8 | TKFechaPar             |    372 |     40 | )
 10 | TKPontoEVirgula        |    372 |     41 | ;
 24 | TKIf                   |    373 |     17 | if
  7 | TKAbrePar              |    373 |     20 | (
  1 | TKId                   |    373 |     21 | c
 64 | TKIgual                |    373 |     23 | ==
 83 | TKCteChar              |    373 |     26 | '-'
  8 | TKFechaPar             |    373 |     29 | )
 11 | TKAbreChaves           |    373 |     31 | {
  1 | TKId                   |    373 |     33 | lex
 18 | TKAbreColchete         |    373 |     36 | [
  1 | TKId                   |    373 |     37 | posl
 14 | TKDuploMais            |    373 |     41 | ++
 19 | TKFechaColchete        |    373 |     43 | ]
  9 | TKAtrib                |    373 |     45 | =
  1 | TKId                   |    373 |     47 | c
 10 | TKPontoEVirgula        |    373 |     48 | ;
  1 | TKId                   |    373 |     50 | lex
 18 | TKAbreColchete         |    373 |     53 | [
  1 | TKId                   |    373 |     54 | posl
 19 | TKFechaColchete        |    373 |     58 | ]
  9 | TKAtrib                |    373 |     60 | =
 83 | TKCteChar              |    373 |     62 | '\0'
 10 | TKPontoEVirgula        |    373 |     66 | ;
  1 | TKId                   |    373 |     68 | proxC
  7 | TKAbrePar              |    373 |     73 | (
  8 | TKFechaPar             |    373 |     74 | )
 10 | TKPontoEVirgula        |    373 |     75 | ;
  1 | TKId                   |    373 |     77 | tk
  9 | TKAtrib                |    373 |     80 | =
  1 | TKId                   |    373 |     82 | TKDuploMenos
 10 | TKPontoEVirgula        |    373 |     94 | ;
 33 | TKReturn               |    373 |     96 | return
 10 | TKPontoEVirgula        |    373 |    102 | ;
 12 | TKFechaChaves          |    373 |    104 | }
 24 | TKIf                   |    374 |     17 | if
  7 | TKAbrePar              |    374 |     20 | (
  1 | TKId                   |    374 |     21 | c
 64 | TKIgual                |    374 |     23 | ==
 83 | TKCteChar              |    374 |     26 | '='
  8 | TKFechaPar             |    374 |     29 | )
 11 | TKAbreChaves           |    374 |     31 | {
  1 | TKId                   |    374 |     33 | lex
 18 | TKAbreColchete         |    374 |     36 | [
  1 | TKId                   |    374 |     37 | posl
 14 | TKDuploMais            |    374 |     41 | ++
 19 | TKFechaColchete        |    374 |     43 | ]
  9 | TKAtrib                |    374 |     45 | =
  1 | TKId                   |    374 |     47 | c
 10 | TKPontoEVirgula        |    374 |     48 | ;
  1 | TKId                   |    374 |     50 | lex
 18 | TKAbreColchete         |    374 |     53 | [
  1 | TKId                   |    374 |     54 | posl
 19 | TKFechaColchete        |    374 |     58 | ]
  9 | TKAtrib                |    374 |     60 | =
 83 | TKCteChar              |    374 |     62 | '\0'
 10 | TKPontoEVirgula        |    374 |     66 | ;
  1 | TKId                   |    374 |     68 | proxC
  7 | TKAbrePar              |    374 |     73 | (
  8 | TKFechaPar             |    374 |     74 | )
 10 | TKPontoEVirgula        |    374 |     75 | ;
  1 | TKId                   |    374 |     77 | tk
  9 | TKAtrib                |    374 |     80 | =
  1 | TKId                   |    374 |     82 | TKAtribSub
 10 | TKPontoEVirgula        |    374 |     92 | ;
 33 | TKReturn               |    374 |     94 | return
 10 | TKPontoEVirgula        |    374 |    100 | ;
 12 | TKFechaChaves          |    374 |    102 | }
 24 | TKIf                   |    375 |     17 | if
  7 | TKAbrePar              |    375 |     20 | (
  1 | TKId                   |    375 |     21 | c
 64 | TKIgual                |    375 |     23 | ==
 83 | TKCteChar              |    375 |     26 | '>'
  8 | TKFechaPar             |    375 |     29 | )
 11 | TKAbreChaves           |    375 |     31 | {
  1 | TKId                   |    375 |     33 | lex
 18 | TKAbreColchete         |    375 |     36 | [
  1 | TKId                   |    375 |     37 | posl
 14 | TKDuploMais            |    375 |     41 | ++
 19 | TKFechaColchete        |    375 |     43 | ]
  9 | TKAtrib                |    375 |     45 | =
  1 | TKId                   |    375 |     47 | c
 10 | TKPontoEVirgula        |    375 |     48 | ;
  1 | TKId                   |    375 |     50 | lex
 18 | TKAbreColchete         |    375 |     53 | [
  1 | TKId                   |    375 |     54 | posl
 19 | TKFechaColchete        |    375 |     58 | ]
  9 | TKAtrib                |    375 |     60 | =
 83 | TKCteChar              |    375 |     62 | '\0'
 10 | TKPontoEVirgula        |    375 |     66 | ;
  1 | TKId                   |    375 |     68 | proxC
  7 | TKAbrePar              |    375 |     73 | (
  8 | TKFechaPar             |    375 |     74 | )
 10 | TKPontoEVirgula        |    375 |     75 | ;
  1 | TKId                   |    375 |     77 | tk
  9 | TKAtrib                |    375 |     80 | =
  1 | TKId                   |    375 |     82 | TKSeta
 10 | TKPontoEVirgula        |    375 |     88 | ;
 33 | TKReturn               |    375 |     90 | return
 10 | TKPontoEVirgula        |    375 |     96 | ;
 12 | TKFechaChaves          |    375 |     98 | }
  1 | TKId                   |    376 |     17 | lex
 18 | TKAbreColchete         |    376 |     20 | [
  1 | TKId                   |    376 |     21 | posl
 19 | TKFechaColchete        |    376 |     25 | ]
  9 | TKAtrib                |    376 |     27 | =
 83 | TKCteChar              |    376 |     29 | '\0'
 10 | TKPontoEVirgula        |    376 |     33 | ;
  1 | TKId                   |    376 |     35 | tk
  9 | TKAtrib                |    376 |     38 | =
  1 | TKId                   |    376 |     40 | TKSub
 10 | TKPontoEVirgula        |    376 |     45 | ;
 33 | TKReturn               |    376 |     47 | return
 10 | TKPontoEVirgula        |    376 |     53 | ;
 31 | TKCase                 |    377 |     13 | case
 83 | TKCteChar              |    377 |     18 | '*'
  6 | TKDoisPontos           |    377 |     21 | :
  1 | TKId                   |    378 |     17 | lex
 18 | TKAbreColchete         |    378 |     20 | [
  1 | TKId                   |    378 |     21 | posl
 14 | TKDuploMais            |    378 |     25 | ++
 19 | TKFechaColchete        |    378 |     27 | ]
  9 | TKAtrib                |    378 |     29 | =
  1 | TKId                   |    378 |     31 | c
 10 | TKPontoEVirgula        |    378 |     32 | ;
  1 | TKId                   |    378 |     34 | proxC
  7 | TKAbrePar              |    378 |     39 | (
  8 | TKFechaPar             |    378 |     40 | )
 10 | TKPontoEVirgula        |    378 |     41 | ;
 24 | TKIf                   |    379 |     17 | if
  7 | TKAbrePar              |    379 |     20 | (
  1 | TKId                   |    379 |     21 | c
 64 | TKIgual                |    379 |     23 | ==
 83 | TKCteChar              |    379 |     26 | '='
  8 | TKFechaPar             |    379 |     29 | )
 11 | TKAbreChaves           |    379 |     31 | {
  1 | TKId                   |    379 |     33 | lex
 18 | TKAbreColchete         |    379 |     36 | [
  1 | TKId                   |    379 |     37 | posl
 14 | TKDuploMais            |    379 |     41 | ++
 19 | TKFechaColchete        |    379 |     43 | ]
  9 | TKAtrib                |    379 |     45 | =
  1 | TKId                   |    379 |     47 | c
 10 | TKPontoEVirgula        |    379 |     48 | ;
  1 | TKId                   |    379 |     50 | lex
 18 | TKAbreColchete         |    379 |     53 | [
  1 | TKId                   |    379 |     54 | posl
 19 | TKFechaColchete        |    379 |     58 | ]
  9 | TKAtrib                |    379 |     60 | =
 83 | TKCteChar              |    379 |     62 | '\0'
 10 | TKPontoEVirgula        |    379 |     66 | ;
  1 | TKId                   |    379 |     68 | proxC
  7 | TKAbrePar              |    379 |     73 | (
  8 | TKFechaPar             |    379 |     74 | )
 10 | TKPontoEVirgula        |    379 |     75 | ;
  1 | TKId                   |    379 |     77 | tk
  9 | TKAtrib                |    379 |     80 | =
  1 | TKId                   |    379 |     82 | TKAtribProd
 10 | TKPontoEVirgula        |    379 |     93 | ;
 33 | TKReturn               |    379 |     95 | return
 10 | TKPontoEVirgula        |    379 |    101 | ;
 12 | TKFechaChaves          |    379 |    103 | }
  1 | TKId                   |    380 |     17 | lex
 18 | TKAbreColchete         |    380 |     20 | [
  1 | TKId                   |    380 |     21 | posl
 19 | TKFechaColchete        |    380 |     25 | ]
  9 | TKAtrib                |    380 |     27 | =
 83 | TKCteChar              |    380 |     29 | '\0'
 10 | TKPontoEVirgula        |    380 |     33 | ;
  1 | TKId                   |    380 |     35 | tk
  9 | TKAtrib                |    380 |     38 | =
  1 | TKId                   |    380 |     40 | TKProd
 10 | TKPontoEVirgula        |    380 |     46 | ;
 33 | TKReturn               |    380 |     48 | return
 10 | TKPontoEVirgula        |    380 |     54 | ;
 31 | TKCase                 |    381 |     13 | case
 83 | TKCteChar              |    381 |     18 | '/'
  6 | TKDoisPontos           |    381 |     21 | :
  1 | TKId                   |    382 |     17 | lex
 18 | TKAbreColchete         |    382 |     20 | [
  1 | TKId                   |    382 |     21 | posl
 14 | TKDuploMais            |    382 |     25 | ++
 19 | TKFechaColchete        |    382 |     27 | ]
  9 | TKAtrib                |    382 |     29 | =
  1 | TKId                   |    382 |     31 | c
 10 | TKPontoEVirgula        |    382 |     32 | ;
  1 | TKId                   |    382 |     34 | proxC
  7 | TKAbrePar              |    382 |     39 | (
  8 | TKFechaPar             |    382 |     40 | )
 10 | TKPontoEVirgula        |    382 |     41 | ;
 24 | TKIf                   |    383 |     17 | if
  7 | TKAbrePar              |    383 |     20 | (
  1 | TKId                   |    383 |     21 | c
 64 | TKIgual                |    383 |     23 | ==
 83 | TKCteChar              |    383 |     26 | '/'
  8 | TKFechaPar             |    383 |     29 | )
 11 | TKAbreChaves           |    383 |     31 | {
 11 | TKAbreChaves           |    383 |     33 | /
 27 | TKWhile                |    384 |     21 | while
  7 | TKAbrePar              |    384 |     27 | (
  1 | TKId                   |    384 |     28 | c
 65 | TKDiferente            |    384 |     30 | !=
 83 | TKCteChar              |    384 |     33 | '\n'
 70 | TKE                    |    384 |     38 | &&
  1 | TKId                   |    384 |     41 | c
 65 | TKDiferente            |    384 |     43 | !=
 17 | TKSub                  |    384 |     46 | -
 22 | TKCteInt               |    384 |     47 | 1
  8 | TKFechaPar             |    384 |     48 | )
  1 | TKId                   |    384 |     50 | proxC
  7 | TKAbrePar              |    384 |     55 | (
  8 | TKFechaPar             |    384 |     56 | )
 10 | TKPontoEVirgula        |    384 |     57 | ;
  1 | TKId                   |    385 |     21 | tokenEncontrado
  9 | TKAtrib                |    385 |     37 | =
 22 | TKCteInt               |    385 |     39 | 1
 10 | TKPontoEVirgula        |    385 |     40 | ;
 35 | TKContinue             |    386 |     21 | continue
 10 | TKPontoEVirgula        |    386 |     29 | ;
 12 | TKFechaChaves          |    387 |     17 | }
 24 | TKIf                   |    388 |     17 | if
  7 | TKAbrePar              |    388 |     20 | (
  1 | TKId                   |    388 |     21 | c
 64 | TKIgual                |    388 |     23 | ==
 83 | TKCteChar              |    388 |     26 | '*'
  8 | TKFechaPar             |    388 |     29 | )
 11 | TKAbreChaves           |    388 |     31 | {
 11 | TKAbreChaves           |    388 |     33 | /
  1 | TKId                   |    389 |     21 | proxC
  7 | TKAbrePar              |    389 |     26 | (
  8 | TKFechaPar             |    389 |     27 | )
 10 | TKPontoEVirgula        |    389 |     28 | ;
 27 | TKWhile                |    390 |     21 | while
  7 | TKAbrePar              |    390 |     27 | (
 22 | TKCteInt               |    390 |     28 | 1
  8 | TKFechaPar             |    390 |     29 | )
 11 | TKAbreChaves           |    390 |     31 | {
 24 | TKIf                   |    391 |     25 | if
  7 | TKAbrePar              |    391 |     28 | (
  1 | TKId                   |    391 |     29 | c
 64 | TKIgual                |    391 |     31 | ==
 17 | TKSub                  |    391 |     34 | -
 22 | TKCteInt               |    391 |     35 | 1
  8 | TKFechaPar             |    391 |     36 | )
 34 | TKBreak                |    391 |     38 | break
 10 | TKPontoEVirgula        |    391 |     43 | ;
 24 | TKIf                   |    392 |     25 | if
  7 | TKAbrePar              |    392 |     28 | (
  1 | TKId                   |    392 |     29 | c
 64 | TKIgual                |    392 |     31 | ==
 83 | TKCteChar              |    392 |     34 | '*'
  8 | TKFechaPar             |    392 |     37 | )
 11 | TKAbreChaves           |    392 |     39 | {
  1 | TKId                   |    393 |     29 | proxC
  7 | TKAbrePar              |    393 |     34 | (
  8 | TKFechaPar             |    393 |     35 | )
 10 | TKPontoEVirgula        |    393 |     36 | ;
 24 | TKIf                   |    394 |     29 | if
  7 | TKAbrePar              |    394 |     32 | (
  1 | TKId                   |    394 |     33 | c
 64 | TKIgual                |    394 |     35 | ==
 83 | TKCteChar              |    394 |     38 | '/'
  8 | TKFechaPar             |    394 |     41 | )
 11 | TKAbreChaves           |    394 |     43 | {
  1 | TKId                   |    394 |     45 | proxC
  7 | TKAbrePar              |    394 |     50 | (
  8 | TKFechaPar             |    394 |     51 | )
 10 | TKPontoEVirgula        |    394 |     52 | ;
 34 | TKBreak                |    394 |     54 | break
 10 | TKPontoEVirgula        |    394 |     59 | ;
 12 | TKFechaChaves          |    394 |     61 | }
 12 | TKFechaChaves          |    395 |     25 | }
 23 | TKElse                 |    395 |     27 | else
 11 | TKAbreChaves           |    395 |     32 | {
  1 | TKId                   |    396 |     29 | proxC
  7 | TKAbrePar              |    396 |     34 | (
  8 | TKFechaPar             |    396 |     35 | )
 10 | TKPontoEVirgula        |    396 |     36 | ;
 12 | TKFechaChaves          |    397 |     25 | }
 12 | TKFechaChaves          |    398 |     21 | }
  1 | TKId                   |    399 |     21 | tokenEncontrado
  9 | TKAtrib                |    399 |     37 | =
 22 | TKCteInt               |    399 |     39 | 1
 10 | TKPontoEVirgula        |    399 |     40 | ;
 35 | TKContinue             |    400 |     21 | continue
 10 | TKPontoEVirgula        |    400 |     29 | ;
 12 | TKFechaChaves          |    401 |     17 | }
 24 | TKIf                   |    402 |     17 | if
  7 | TKAbrePar              |    402 |     20 | (
  1 | TKId                   |    402 |     21 | c
 64 | TKIgual                |    402 |     23 | ==
 83 | TKCteChar              |    402 |     26 | '='
  8 | TKFechaPar             |    402 |     29 | )
 11 | TKAbreChaves           |    402 |     31 | {
  1 | TKId                   |    402 |     33 | lex
 18 | TKAbreColchete         |    402 |     36 | [
  1 | TKId                   |    402 |     37 | posl
 14 | TKDuploMais            |    402 |     41 | ++
 19 | TKFechaColchete        |    402 |     43 | ]
  9 | TKAtrib                |    402 |     45 | =
  1 | TKId                   |    402 |     47 | c
 10 | TKPontoEVirgula        |    402 |     48 | ;
  1 | TKId                   |    402 |     50 | lex
 18 | TKAbreColchete         |    402 |     53 | [
  1 | TKId                   |    402 |     54 | posl
 19 | TKFechaColchete        |    402 |     58 | ]
  9 | TKAtrib                |    402 |     60 | =
 83 | TKCteChar              |    402 |     62 | '\0'
 10 | TKPontoEVirgula        |    402 |     66 | ;
  1 | TKId                   |    402 |     68 | proxC
  7 | TKAbrePar              |    402 |     73 | (
  8 | TKFechaPar             |    402 |     74 | )
 10 | TKPontoEVirgula        |    402 |     75 | ;
  1 | TKId                   |    402 |     77 | tk
  9 | TKAtrib                |    402 |     80 | =
  1 | TKId                   |    402 |     82 | TKAtribDiv
 10 | TKPontoEVirgula        |    402 |     92 | ;
 33 | TKReturn               |    402 |     94 | return
 10 | TKPontoEVirgula        |    402 |    100 | ;
 12 | TKFechaChaves          |    402 |    102 | }
  1 | TKId                   |    403 |     17 | lex
 18 | TKAbreColchete         |    403 |     20 | [
  1 | TKId                   |    403 |     21 | posl
 19 | TKFechaColchete        |    403 |     25 | ]
  9 | TKAtrib                |    403 |     27 | =
 83 | TKCteChar              |    403 |     29 | '\0'
 10 | TKPontoEVirgula        |    403 |     33 | ;
  1 | TKId                   |    403 |     35 | tk
  9 | TKAtrib                |    403 |     38 | =
  1 | TKId                   |    403 |     40 | TKDiv
 10 | TKPontoEVirgula        |    403 |     45 | ;
 33 | TKReturn               |    403 |     47 | return
 10 | TKPontoEVirgula        |    403 |     53 | ;
 31 | TKCase                 |    404 |     13 | case
 83 | TKCteChar              |    404 |     18 | '%'
  6 | TKDoisPontos           |    404 |     21 | :
  1 | TKId                   |    405 |     17 | lex
 18 | TKAbreColchete         |    405 |     20 | [
  1 | TKId                   |    405 |     21 | posl
 14 | TKDuploMais            |    405 |     25 | ++
 19 | TKFechaColchete        |    405 |     27 | ]
  9 | TKAtrib                |    405 |     29 | =
  1 | TKId                   |    405 |     31 | c
 10 | TKPontoEVirgula        |    405 |     32 | ;
  1 | TKId                   |    405 |     34 | proxC
  7 | TKAbrePar              |    405 |     39 | (
  8 | TKFechaPar             |    405 |     40 | )
 10 | TKPontoEVirgula        |    405 |     41 | ;
 24 | TKIf                   |    406 |     17 | if
  7 | TKAbrePar              |    406 |     20 | (
  1 | TKId                   |    406 |     21 | c
 64 | TKIgual                |    406 |     23 | ==
 83 | TKCteChar              |    406 |     26 | '='
  8 | TKFechaPar             |    406 |     29 | )
 11 | TKAbreChaves           |    406 |     31 | {
  1 | TKId                   |    406 |     33 | lex
 18 | TKAbreColchete         |    406 |     36 | [
  1 | TKId                   |    406 |     37 | posl
 14 | TKDuploMais            |    406 |     41 | ++
 19 | TKFechaColchete        |    406 |     43 | ]
  9 | TKAtrib                |    406 |     45 | =
  1 | TKId                   |    406 |     47 | c
 10 | TKPontoEVirgula        |    406 |     48 | ;
  1 | TKId                   |    406 |     50 | lex
 18 | TKAbreColchete         |    406 |     53 | [
  1 | TKId                   |    406 |     54 | posl
 19 | TKFechaColchete        |    406 |     58 | ]
  9 | TKAtrib                |    406 |     60 | =
 83 | TKCteChar              |    406 |     62 | '\0'
 10 | TKPontoEVirgula        |    406 |     66 | ;
  1 | TKId                   |    406 |     68 | proxC
  7 | TKAbrePar              |    406 |     73 | (
  8 | TKFechaPar             |    406 |     74 | )
 10 | TKPontoEVirgula        |    406 |     75 | ;
  1 | TKId                   |    406 |     77 | tk
  9 | TKAtrib                |    406 |     80 | =
  1 | TKId                   |    406 |     82 | TKAtribMod
 10 | TKPontoEVirgula        |    406 |     92 | ;
 33 | TKReturn               |    406 |     94 | return
 10 | TKPontoEVirgula        |    406 |    100 | ;
 12 | TKFechaChaves          |    406 |    102 | }
  1 | TKId                   |    407 |     17 | lex
 18 | TKAbreColchete         |    407 |     20 | [
  1 | TKId                   |    407 |     21 | posl
 19 | TKFechaColchete        |    407 |     25 | ]
