,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,Limpar
5592,Tottenham,Leeds,1,2,A,1,1,D,13,15,4,9,16,14,5,12,2,1,0,0,Certo
5593,Man United,Arsenal,6,1,H,5,1,H,16,6,9,2,10,6,3,3,0,0,0,0,Certo
5594,Arsenal,West Ham,3,0,H,3,0,H,16,4,6,2,19,12,5,6,2,3,0,0,Certo
5595,Coventry,Chelsea,0,0,D,0,0,D,17,24,10,11,13,15,5,8,2,2,0,0,Certo
5596,Derby,Tottenham,2,1,H,2,0,H,8,13,4,7,20,12,6,7,2,3,0,0,Certo
5597,Everton,Newcastle,1,1,D,0,0,D,16,4,6,2,13,12,4,1,1,2,0,0,Certo
5598,Leeds,Man United,1,1,D,0,0,D,18,5,10,5,25,21,14,3,3,5,0,0,Certo
5599,Leicester,Liverpool,2,0,H,0,0,D,9,8,7,3,9,7,4,7,1,1,0,0,Certo
5600,Man City,Southampton,0,1,A,0,0,D,15,6,7,1,15,15,5,6,1,1,0,0,Certo
5601,Middlesbrough,Charlton,0,0,D,0,0,D,8,11,2,8,13,12,4,5,1,1,0,0,Certo
5602,Ipswich,Bradford,3,1,H,0,1,A,21,7,8,5,13,14,7,2,0,4,0,0,Certo
5603,Sunderland,Aston Villa,1,1,D,0,0,D,18,6,12,2,17,18,5,3,1,2,0,0,Certo
5604,West Ham,Chelsea,0,2,A,0,2,A,7,17,2,6,12,9,1,0,2,2,0,0,Certo
5605,Aston Villa,Ipswich,2,1,H,0,1,A,9,8,5,3,15,11,6,2,1,1,0,0,Certo
5606,Bradford,Man City,2,2,D,0,1,A,16,10,7,3,13,12,3,3,2,1,0,0,Certo
5607,Charlton,Leeds,1,2,A,1,1,D,7,7,3,5,19,13,2,5,3,5,0,0,Certo
5608,Chelsea,Sunderland,2,4,A,2,1,H,14,11,6,7,15,26,4,5,0,0,0,0,Certo
5609,Man United,Leicester,2,0,H,0,0,D,19,5,8,2,11,13,14,2,1,1,0,0,Certo
5610,Newcastle,Middlesbrough,1,2,A,0,2,A,16,7,5,4,14,19,5,1,0,3,0,1,Certo
5611,Southampton,Everton,1,0,H,0,0,D,17,5,5,1,13,18,6,6,1,1,0,0,Certo
5612,Tottenham,Coventry,3,0,H,2,0,H,12,11,4,5,13,10,5,8,0,1,0,0,Certo
5613,West Ham,Ipswich,0,1,A,0,0,D,5,13,2,5,14,8,4,5,0,0,0,0,Certo
5614,Aston Villa,Arsenal,0,0,D,0,0,D,4,14,2,5,16,13,3,3,2,2,0,1,Certo
5615,Liverpool,Derby,1,1,D,0,1,A,18,7,8,4,11,9,9,3,2,2,0,0,Certo
5616,Arsenal,Tottenham,2,0,H,0,0,D,25,4,19,3,5,6,12,2,0,1,0,0,Certo
5617,Bradford,Newcastle,2,2,D,2,1,H,22,14,8,7,17,23,10,8,0,1,0,0,Certo
5618,Chelsea,Middlesbrough,2,1,H,1,0,H,17,7,5,3,19,10,4,3,2,1,0,0,Certo
5619,Coventry,Derby,2,0,H,1,0,H,12,14,7,8,12,16,9,4,0,1,1,0,Certo
5620,Liverpool,Man United,2,0,H,2,0,H,15,9,6,3,8,8,6,4,1,1,1,0,Certo
5621,Man City,Aston Villa,1,3,A,1,2,A,12,8,6,7,18,13,9,2,6,4,1,0,Certo
5622,Sunderland,Leeds,0,2,A,0,1,A,14,7,8,4,17,10,8,4,2,2,0,1,Certo
5623,West Ham,Everton,0,2,A,0,1,A,17,10,6,7,16,16,8,2,3,2,1,0,Certo
5624,Charlton,Leicester,2,0,H,1,0,H,16,5,9,1,12,9,6,2,2,2,0,0,Certo
5625,Southampton,Ipswich,0,3,A,0,1,A,11,11,3,5,17,15,6,7,2,1,0,0,Certo
5626,Aston Villa,Leicester,2,1,H,1,1,D,9,6,5,2,11,12,10,3,2,2,0,0,Certo
5627,Aston Villa,West Ham,2,2,D,0,0,D,6,7,4,5,5,3,5,3,1,3,0,0,Certo
5628,Derby,Chelsea,0,4,A,0,0,D,3,10,2,7,13,7,1,9,1,1,0,0,Certo
5629,Leeds,Southampton,2,0,H,1,0,H,15,6,7,2,10,11,10,1,0,0,0,0,Certo
5630,Leicester,Coventry,1,3,A,1,2,A,9,15,4,5,9,19,4,9,3,2,0,0,Certo
5631,Everton,Man City,3,1,H,2,1,H,11,13,7,5,17,18,8,8,0,3,1,1,Certo
5632,Middlesbrough,Sunderland,0,0,D,0,0,D,12,12,6,4,22,22,3,2,5,3,1,0,Certo
5633,Ipswich,Liverpool,1,1,D,0,0,D,8,7,5,2,10,15,6,1,0,0,0,0,Certo
5634,Man United,Charlton,2,1,H,1,0,H,23,3,8,2,8,9,12,4,1,1,0,0,Certo
5635,Tottenham,Bradford,2,1,H,1,1,D,17,10,13,5,13,9,5,7,1,1,0,0,Certo
5636,Man City,Arsenal,0,4,A,0,4,A,7,15,2,8,10,8,7,3,2,0,0,0,Certo
5637,Bradford,Charlton,2,0,H,0,0,D,4,3,8,8,13,21,3,7,1,3,0,0,Error
5638,Liverpool,Leeds,1,2,A,0,2,A,11,9,5,3,19,16,8,2,3,1,1,0,Certo
5639,Arsenal,Middlesbrough,0,3,A,0,2,A,17,6,8,2,13,11,9,0,1,1,0,0,Certo
5640,Aston Villa,Everton,2,1,H,1,1,D,8,5,5,3,13,14,5,3,0,3,0,0,Certo
5641,Chelsea,Southampton,1,0,H,1,0,H,14,9,8,5,11,19,7,6,3,3,0,0,Certo
5642,Ipswich,Newcastle,1,0,H,0,0,D,14,6,5,2,6,13,9,3,0,1,0,1,Certo
5643,Leicester,Man City,1,2,A,1,1,D,15,8,9,3,13,26,5,1,2,3,0,0,Certo
5644,Man United,Coventry,4,2,H,2,2,D,28,9,13,4,9,18,9,2,1,4,0,0,Certo
5645,Sunderland,Tottenham,2,3,A,2,0,H,13,8,4,6,12,15,3,3,1,2,0,0,Certo
5646,West Ham,Derby,3,1,H,3,0,H,18,6,10,3,10,18,3,5,0,2,0,0,Certo
5647,Coventry,Sunderland,1,0,H,1,0,H,14,6,9,3,15,21,6,3,3,0,0,0,Certo
5648,Derby,Leicester,2,0,H,1,0,H,10,7,6,4,17,16,5,6,0,0,0,0,Certo
5649,Everton,Liverpool,2,3,A,1,1,D,10,10,7,6,19,15,2,5,4,2,1,0,Certo
5650,Middlesbrough,Ipswich,1,2,A,1,0,H,4,12,1,5,8,8,5,4,0,0,0,0,Certo
5651,Newcastle,West Ham,2,1,H,1,0,H,20,13,14,6,19,9,7,5,0,0,0,0,Certo
5652,Charlton,Aston Villa,3,3,D,2,0,H,12,11,5,8,10,15,5,7,3,4,1,0,Certo
5653,Tottenham,Chelsea,0,3,A,0,1,A,5,16,1,10,14,11,2,5,2,2,1,0,Certo
5654,Arsenal,Everton,4,1,H,1,1,D,10,4,8,2,7,13,10,0,0,2,0,1,Certo
5655,Aston Villa,Southampton,0,0,D,0,0,D,9,3,2,3,10,15,4,5,1,2,0,0,Certo
5656,Bradford,Derby,2,0,H,1,0,H,15,12,9,3,14,13,3,8,0,2,0,1,Certo
5657,Chelsea,Charlton,0,1,A,0,1,A,9,4,1,2,12,14,10,3,3,0,0,0,Certo
5658,Ipswich,Coventry,2,0,H,1,0,H,13,6,5,2,22,23,2,3,1,4,0,0,Certo
5659,Leicester,Middlesbrough,0,3,A,0,1,A,15,15,4,7,13,11,12,5,3,1,0,0,Certo
5660,Man United,Man City,1,1,D,0,0,D,13,6,6,4,14,20,3,2,0,0,1,0,Certo
5661,Sunderland,Newcastle,1,1,D,0,0,D,16,9,10,5,17,22,4,8,5,4,0,0,Certo
5662,West Ham,Leeds,0,2,A,0,1,A,15,12,10,7,17,13,6,6,5,2,0,1,Certo
5663,Liverpool,Tottenham,3,1,H,1,1,D,14,7,8,5,10,13,6,4,1,1,0,0,Certo
5664,Coventry,Liverpool,0,2,A,0,0,D,11,13,4,6,15,11,7,7,3,1,0,0,Certo
5665,Derby,Arsenal,1,2,A,1,1,D,6,14,2,9,14,13,4,6,3,4,0,0,Certo
5666,Everton,Bradford,2,1,H,0,1,A,18,7,9,4,15,15,5,2,1,2,0,0,Certo
5667,Leeds,Chelsea,2,0,H,0,0,D,16,7,9,5,22,17,7,2,2,5,0,0,Certo
5668,Man City,West Ham,1,0,H,1,0,H,16,12,9,7,19,12,10,10,3,5,0,0,Certo
5669,Middlesbrough,Man United,0,2,A,0,1,A,18,9,3,5,13,21,4,6,2,3,0,0,Certo
5670,Newcastle,Leicester,1,0,H,0,0,D,20,4,6,3,15,14,12,0,1,1,0,0,Certo
5671,Southampton,Sunderland,0,1,A,0,0,D,11,6,5,3,15,14,11,2,2,1,0,0,Certo
5672,Tottenham,Aston Villa,0,0,D,0,0,D,7,7,3,4,13,13,5,6,1,0,0,0,Certo
5673,Charlton,Ipswich,2,1,H,1,1,D,10,17,7,6,17,11,2,13,0,1,0,0,Certo
5674,Bradford,Liverpool,0,2,A,0,0,D,15,11,4,10,11,13,7,0,0,2,0,0,Certo
5675,Newcastle,Southampton,1,1,D,1,0,H,7,11,5,3,15,17,4,2,2,1,0,0,Certo
5676,Arsenal,Leeds,2,1,H,1,0,H,7,4,4,3,21,18,11,2,4,3,0,0,Certo
5677,Aston Villa,Coventry,3,2,H,0,2,A,6,6,4,3,12,23,6,2,2,5,0,0,Certo
5678,Bradford,Middlesbrough,1,1,D,1,0,H,10,14,7,9,25,21,6,6,4,2,0,0,Certo
5679,Chelsea,Everton,2,1,H,2,1,H,13,9,5,3,19,22,8,6,1,1,0,0,Certo
5680,Leicester,Tottenham,4,2,H,1,0,H,19,9,9,4,11,14,6,2,3,2,0,0,Certo
5681,Liverpool,Newcastle,3,0,H,1,0,H,12,6,5,3,11,10,2,3,0,2,0,0,Certo
5682,Man United,Derby,0,1,A,0,1,A,11,10,6,5,13,11,13,1,1,0,0,0,Certo
5683,Sunderland,Charlton,3,2,H,2,1,H,17,17,11,7,17,7,8,5,1,0,0,0,Certo
5684,West Ham,Southampton,3,0,H,0,0,D,16,12,12,3,18,18,5,1,2,2,0,0,Certo
5685,Ipswich,Man City,2,1,H,0,0,D,15,11,7,7,8,19,9,2,0,0,0,0,Certo
5686,Liverpool,Chelsea,2,2,D,1,1,D,16,14,8,7,14,21,6,6,1,4,0,0,Certo
5687,Leeds,Bradford,6,1,H,5,1,H,18,13,9,7,20,13,9,7,1,0,0,0,Certo
5688,Southampton,Man United,2,1,H,2,0,H,14,9,3,6,13,18,4,4,1,1,0,0,Certo
5689,Newcastle,Arsenal,0,0,D,0,0,D,12,8,2,1,14,10,4,8,1,0,0,0,Certo
5690,Charlton,Liverpool,0,4,A,0,0,D,12,16,10,14,7,13,10,10,1,1,0,0,Certo
5691,Coventry,Bradford,0,0,D,0,0,D,15,10,7,3,15,13,9,3,1,1,0,0,Certo
5692,Derby,Ipswich,1,1,D,1,0,H,7,13,2,6,14,15,3,11,1,1,0,0,Certo
5693,Everton,Sunderland,2,2,D,1,1,D,18,11,8,4,12,13,5,6,5,3,0,1,Certo
5694,Leeds,Leicester,3,1,H,1,1,D,24,8,11,5,14,17,12,5,3,4,0,0,Certo
5695,Man City,Chelsea,1,2,A,1,1,D,3,9,1,3,22,18,8,7,4,2,0,0,Certo
5696,Middlesbrough,West Ham,2,1,H,2,1,H,19,11,7,5,13,15,5,6,0,0,0,0,Certo
5697,Newcastle,Aston Villa,3,0,H,2,0,H,9,5,5,1,10,14,5,1,0,5,1,1,Certo
5698,Southampton,Arsenal,3,2,H,0,1,A,11,8,7,5,17,10,7,5,1,2,0,0,Certo
5699,Tottenham,Man United,3,1,H,1,1,D,9,15,3,6,13,15,3,6,0,2,0,0,Certo
5700,Charlton,Man City,4,0,H,2,0,H,17,8,14,4,13,12,6,6,1,2,0,0,Certo
5701,Chelsea,West Ham,4,2,H,1,0,H,17,12,10,5,19,14,7,7,1,2,0,0,Certo
5702,Coventry,Middlesbrough,1,3,A,1,1,D,6,16,3,9,15,21,8,4,5,3,1,0,Certo
5703,Derby,Southampton,2,2,D,1,2,A,6,13,4,6,11,13,5,8,1,1,0,0,Certo
5704,Leeds,Everton,2,0,H,2,0,H,17,12,8,6,21,20,6,4,1,3,0,0,Certo
5705,Leicester,Aston Villa,0,0,D,0,0,D,5,5,4,3,12,12,5,4,2,3,0,0,Certo
5706,Liverpool,Bradford,1,0,H,0,0,D,16,3,10,2,8,8,6,1,1,1,0,0,Certo
5707,Sunderland,Arsenal,1,0,H,0,0,D,8,14,2,7,10,21,2,9,3,1,0,1,Certo
5708,Tottenham,Ipswich,3,1,H,2,1,H,20,15,6,5,14,13,3,4,0,0,0,0,Certo
5709,Man United,Newcastle,2,0,H,1,0,H,19,9,9,6,7,13,7,1,0,1,0,0,Certo
5710,Arsenal,Liverpool,2,0,H,1,0,H,17,7,12,4,25,20,10,11,2,4,1,2,Certo
5711,Bradford,Chelsea,2,0,H,1,0,H,12,14,3,6,14,16,6,4,0,1,0,0,Certo
5712,Ipswich,Man United,1,1,D,1,1,D,13,15,8,6,10,7,4,6,1,4,0,0,Certo
5713,Middlesbrough,Tottenham,1,1,D,0,1,A,12,11,6,4,9,18,5,5,2,1,0,0,Certo
5714,Everton,Charlton,3,0,H,0,0,D,13,8,8,4,17,15,3,5,2,1,0,1,Certo
5715,Man City,Sunderland,4,2,H,2,0,H,15,9,10,4,24,14,7,3,3,3,0,0,Certo
5716,Newcastle,Derby,3,2,H,1,1,D,9,10,4,5,23,11,9,6,0,3,1,0,Certo
5717,Southampton,Coventry,1,2,A,0,1,A,12,7,4,5,18,20,6,5,5,3,0,0,Certo
5718,West Ham,Leicester,0,1,A,0,0,D,17,4,12,2,16,14,11,5,3,3,1,0,Certo
5719,Arsenal,Charlton,5,3,H,1,2,A,18,7,9,4,12,15,8,3,0,1,0,0,Certo
5720,Bradford,Leicester,0,0,D,0,0,D,8,13,4,8,11,12,6,8,1,2,0,0,Certo
5721,Everton,Derby,2,2,D,2,0,H,12,7,9,4,11,9,11,2,2,3,0,0,Certo
5722,Ipswich,Sunderland,1,0,H,0,0,D,14,9,5,3,10,12,7,6,1,1,0,0,Certo
5723,Man City,Coventry,1,2,A,0,2,A,14,9,5,8,7,12,5,5,2,3,0,0,Certo
5724,Middlesbrough,Leeds,1,2,A,0,2,A,15,16,8,11,12,20,4,8,2,0,0,0,Certo
5725,Newcastle,Tottenham,2,0,H,1,0,H,15,10,6,2,13,10,4,2,0,0,0,0,Certo
5726,Southampton,Liverpool,3,3,D,0,1,A,14,9,7,4,7,6,7,1,0,0,0,0,Certo
5727,West Ham,Man United,2,2,D,0,1,A,17,8,8,5,12,9,7,5,1,0,0,0,Certo
5728,Aston Villa,Chelsea,1,1,D,1,1,D,12,11,9,7,13,12,7,10,0,1,0,0,Certo
5729,Leeds,Man City,1,2,A,0,2,A,6,8,1,3,18,24,9,4,2,2,0,0,Certo
5730,Man United,Bradford,6,0,H,2,0,H,21,6,12,4,12,10,5,1,0,1,0,0,Certo
5731,Sunderland,West Ham,1,1,D,1,1,D,17,16,7,9,19,14,4,11,2,3,0,0,Certo
5732,Tottenham,Everton,3,2,H,1,2,A,11,11,7,6,11,10,7,5,1,2,0,0,Certo
5733,Charlton,Southampton,1,1,D,0,0,D,8,11,6,3,14,16,10,14,3,3,1,0,Certo
5734,Chelsea,Arsenal,2,2,D,1,0,H,12,13,5,5,16,22,7,6,3,1,0,0,Certo
5735,Coventry,Newcastle,0,2,A,0,1,A,13,13,3,6,11,18,6,8,1,1,0,0,Certo
5736,Derby,Middlesbrough,3,3,D,0,1,A,9,5,5,4,8,10,11,5,3,2,0,0,Certo
5737,Leicester,Ipswich,2,1,H,0,0,D,12,7,6,3,12,13,6,2,1,1,0,0,Certo
5738,Liverpool,Aston Villa,3,1,H,3,0,H,11,9,7,4,13,7,8,7,0,2,0,0,Certo
5739,Bradford,Arsenal,1,1,D,1,0,H,9,18,5,11,17,13,4,10,0,2,0,0,Certo
5740,Coventry,Leeds,0,0,D,0,0,D,9,11,1,5,15,14,6,6,2,2,0,0,Certo
5741,Ipswich,Aston Villa,1,2,A,0,1,A,15,5,5,2,9,13,5,3,1,3,0,0,Certo
5742,Leicester,Southampton,1,0,H,0,0,D,17,9,6,5,6,9,10,6,0,0,0,0,Certo
5743,Liverpool,Man City,3,2,H,1,0,H,14,9,8,7,17,17,9,4,3,4,0,0,Certo
5744,Man United,Sunderland,3,0,H,1,0,H,15,5,7,1,18,14,4,4,1,3,0,0,Certo
5745,Middlesbrough,Everton,1,2,A,1,0,H,9,12,5,9,16,5,7,7,3,0,0,0,Certo
5746,Newcastle,Chelsea,0,0,D,0,0,D,10,10,4,3,17,21,5,6,0,3,0,0,Certo
5747,Derby,Charlton,2,2,D,2,0,H,12,10,6,6,17,12,4,11,3,1,0,0,Certo
5748,Tottenham,West Ham,1,0,H,0,0,D,15,11,7,5,14,13,11,3,1,2,0,0,Certo
5749,Arsenal,Coventry,2,1,H,1,0,H,18,6,13,2,5,13,8,4,1,2,0,0,Certo
5750,Aston Villa,Bradford,2,0,H,1,0,H,12,8,7,4,8,12,5,6,0,2,0,0,Certo
5751,Charlton,Tottenham,1,0,H,1,0,H,9,10,5,5,8,10,7,5,0,0,0,0,Certo
5752,Everton,Man United,1,3,A,0,3,A,6,17,4,9,10,11,6,5,4,1,0,0,Certo
5753,Leeds,Ipswich,1,2,A,1,1,D,11,12,6,7,12,19,6,3,1,3,0,0,Certo
5754,Southampton,Newcastle,2,0,H,0,0,D,13,10,9,7,14,14,4,8,0,0,0,0,Certo
5755,Sunderland,Derby,2,1,H,1,0,H,15,10,8,5,16,28,4,5,2,3,0,0,Certo
5756,Chelsea,Leicester,0,2,A,0,1,A,16,7,10,5,16,17,15,3,3,1,0,0,Certo
5757,Man City,Middlesbrough,1,1,D,0,0,D,11,4,4,2,15,11,9,3,2,5,0,0,Certo
5758,West Ham,Liverpool,1,1,D,0,1,A,15,7,4,2,5,13,9,0,0,2,0,0,Certo
5759,Bradford,Southampton,0,1,A,0,1,A,14,6,6,4,14,18,7,5,3,1,0,0,Certo
5760,Coventry,West Ham,0,3,A,0,2,A,9,12,2,10,12,11,5,6,0,1,0,0,Certo
5761,Derby,Leeds,1,1,D,0,1,A,13,16,7,6,17,15,7,4,2,2,1,0,Certo
5762,Ipswich,Arsenal,1,1,D,0,0,D,17,10,6,4,8,13,4,7,1,2,0,0,Certo
5763,Liverpool,Sunderland,1,1,D,1,1,D,11,8,6,3,14,18,12,3,2,2,0,0,Certo
5764,Man United,Chelsea,3,3,D,3,2,H,11,13,5,5,15,19,8,4,3,2,0,0,Certo
5765,Middlesbrough,Aston Villa,1,1,D,0,0,D,12,15,5,7,7,14,5,5,3,0,0,0,Certo
5766,Newcastle,Charlton,0,1,A,0,1,A,12,4,5,2,14,10,4,7,1,2,0,0,Certo
5767,Tottenham,Man City,0,0,D,0,0,D,18,7,5,2,10,14,5,4,0,2,0,0,Certo
5768,Leicester,Everton,1,1,D,1,0,H,10,9,4,3,14,13,9,3,3,1,0,0,Certo
5769,Aston Villa,Derby,4,1,H,2,0,H,12,11,7,6,0,1,6,6,1,1,0,0,Certo
5770,Charlton,Coventry,2,2,D,0,1,A,12,10,8,6,8,16,6,6,1,2,0,0,Certo
5771,Everton,Ipswich,0,3,A,0,1,A,7,9,3,7,6,5,4,1,1,0,0,0,Certo
5772,Leeds,Tottenham,4,3,H,0,1,A,14,10,7,5,11,20,6,4,0,2,0,0,Certo
5773,Man City,Newcastle,0,1,A,0,0,D,9,15,7,9,16,12,10,8,0,1,0,0,Certo
5774,Southampton,Middlesbrough,1,3,A,0,2,A,16,7,8,5,6,22,6,6,2,2,0,0,Certo
5775,West Ham,Bradford,1,1,D,1,0,H,14,9,6,6,14,10,7,2,3,2,0,0,Certo
5776,Arsenal,Man United,1,0,H,1,0,H,7,13,5,4,18,17,3,11,2,3,0,0,Certo
5777,Chelsea,Liverpool,3,0,H,2,0,H,11,10,5,2,14,14,3,1,1,1,0,0,Certo
5778,Sunderland,Leicester,0,0,D,0,0,D,11,8,5,2,12,8,6,2,3,1,0,0,Certo
5779,Arsenal,Aston Villa,1,0,H,0,0,D,16,8,10,3,12,20,7,4,1,4,0,1,Certo
5780,Coventry,Tottenham,2,1,H,2,0,H,0,4,5,5,12,16,3,5,0,4,1,0,Error
5781,Everton,Southampton,1,1,D,0,0,D,7,7,3,4,16,13,9,8,1,3,0,0,Certo
5782,Ipswich,West Ham,1,1,D,1,0,H,11,7,8,2,10,11,8,5,0,4,0,0,Certo
5783,Leeds,Charlton,3,1,H,1,0,H,22,10,10,8,7,9,8,5,0,1,0,0,Certo
5784,Leicester,Man United,0,3,A,0,1,A,10,16,4,5,8,11,6,7,0,0,0,0,Certo
5785,Man City,Bradford,2,0,H,2,0,H,13,10,10,2,10,16,5,6,0,2,0,0,Certo
5786,Sunderland,Chelsea,1,0,H,0,0,D,16,11,11,2,12,18,5,0,0,1,1,1,Certo
5787,Derby,Liverpool,0,4,A,0,1,A,6,16,0,11,18,13,4,3,1,1,0,0,Certo
5788,Middlesbrough,Newcastle,1,3,A,0,1,A,8,15,2,8,8,13,6,6,2,1,0,0,Certo
5789,Bradford,Ipswich,0,2,A,0,1,A,7,12,3,3,15,14,9,1,1,0,0,0,Certo
5790,Charlton,Middlesbrough,1,0,H,0,0,D,5,8,2,6,11,19,5,6,2,2,0,0,Certo
5791,Chelsea,Coventry,6,1,H,2,0,H,33,3,19,3,6,8,10,0,0,1,0,1,Certo
5792,Liverpool,Leicester,1,0,H,0,0,D,24,8,11,3,8,10,10,9,1,2,0,0,Certo
5793,Man United,Leeds,3,0,H,1,0,H,26,5,14,0,9,18,12,4,0,2,0,0,Certo
5794,Newcastle,Everton,0,1,A,0,0,D,11,9,4,4,9,12,5,4,1,3,0,0,Certo
5795,Tottenham,Derby,3,1,H,2,1,H,18,8,8,7,9,16,7,4,1,2,0,0,Certo
5796,West Ham,Arsenal,1,2,A,0,2,A,11,13,3,5,15,11,5,4,1,0,0,0,Certo
5797,Aston Villa,Sunderland,0,0,D,0,0,D,17,7,4,3,11,17,7,3,1,3,0,0,Certo
5798,Southampton,Man City,0,2,A,0,1,A,19,11,6,4,10,15,9,3,1,2,0,0,Certo
5799,Arsenal,Man City,5,0,H,1,0,H,22,6,14,2,6,13,10,4,0,3,0,1,Certo
5800,Aston Villa,Charlton,2,1,H,2,0,H,12,7,7,4,13,11,9,6,3,2,0,0,Certo
5801,Chelsea,Tottenham,3,0,H,2,0,H,9,6,7,3,12,14,2,3,3,3,0,0,Certo
5802,Ipswich,Middlesbrough,2,1,H,2,0,H,19,7,11,3,8,17,6,1,0,2,0,0,Certo
5803,Leicester,Derby,2,1,H,1,1,D,9,7,5,2,9,18,7,3,0,3,0,0,Certo
5804,Man United,Southampton,5,0,H,2,0,H,16,12,8,5,5,9,7,7,0,0,0,0,Certo
5805,Sunderland,Coventry,1,0,H,0,0,D,11,10,7,4,17,10,1,3,2,2,0,0,Certo
5806,West Ham,Newcastle,1,0,H,0,0,D,11,12,4,5,15,10,3,8,3,2,0,0,Certo
5807,Bradford,Leeds,1,1,D,1,0,H,11,12,6,9,15,15,5,9,3,4,0,0,Certo
5808,Liverpool,Everton,3,1,H,1,1,D,10,9,8,7,10,10,9,6,0,1,0,1,Certo
5809,Charlton,Bradford,2,0,H,2,0,H,11,12,7,8,10,20,3,6,0,1,0,1,Certo
5810,Coventry,Man United,1,2,A,0,2,A,4,11,2,6,17,8,3,9,1,1,0,0,Certo
5811,Leeds,Liverpool,4,3,H,1,2,A,10,14,7,8,18,18,7,7,1,4,0,0,Certo
5812,Man City,Leicester,0,1,A,0,0,D,14,3,3,2,12,14,9,4,1,2,0,0,Certo
5813,Middlesbrough,Arsenal,0,1,A,0,1,A,4,11,3,8,10,11,5,8,1,1,1,0,Certo
5814,Newcastle,Ipswich,2,1,H,1,1,D,11,8,6,5,13,7,7,4,1,0,0,0,Certo
5815,Southampton,Chelsea,3,2,H,2,0,H,10,9,4,4,16,11,7,7,4,2,0,0,Certo
5816,Tottenham,Sunderland,2,1,H,1,0,H,11,12,6,3,18,9,8,7,1,0,1,0,Certo
5817,Everton,Aston Villa,0,1,A,0,0,D,14,4,6,1,17,23,6,2,3,2,0,0,Certo
5818,Derby,West Ham,0,0,D,0,0,D,14,6,2,6,14,18,6,1,1,1,0,0,Certo
5819,Arsenal,Derby,0,0,D,0,0,D,15,9,9,2,12,13,10,0,0,2,0,0,Certo
5820,Aston Villa,Tottenham,2,0,H,1,0,H,11,3,6,2,15,13,10,1,0,3,0,0,Certo
5821,Bradford,Everton,0,1,A,0,0,D,11,9,6,4,8,18,3,3,1,2,0,0,Certo
5822,Ipswich,Charlton,2,0,H,0,0,D,30,7,13,4,8,12,13,3,0,2,0,0,Certo
5823,Leicester,Newcastle,1,1,D,0,0,D,8,7,4,1,7,8,0,3,1,1,0,0,Certo
5824,Man United,Middlesbrough,2,1,H,0,1,A,18,5,11,1,5,10,10,0,0,0,0,0,Certo
5825,Sunderland,Southampton,2,2,D,1,1,D,11,10,5,5,13,21,7,4,1,1,0,0,Certo
5826,West Ham,Man City,4,1,H,0,1,A,22,10,11,5,7,7,7,5,1,1,0,0,Certo
5827,Chelsea,Leeds,1,1,D,0,0,D,12,11,7,3,19,24,3,2,4,4,0,0,Certo
5828,Liverpool,Coventry,4,1,H,1,0,H,19,10,13,5,10,12,7,1,1,0,0,0,Certo
5829,Charlton,Chelsea,2,0,H,1,0,H,10,13,6,3,18,22,4,5,2,3,0,0,Certo
5830,Derby,Bradford,2,0,H,0,0,D,7,7,3,4,10,18,2,4,3,1,0,0,Certo
5831,Everton,Arsenal,2,0,H,0,0,D,4,4,2,2,20,12,3,5,3,1,0,0,Certo
5832,Leeds,West Ham,0,1,A,0,1,A,15,4,6,3,14,19,2,2,1,1,0,0,Certo
5833,Man City,Man United,0,1,A,0,1,A,10,8,4,4,13,8,10,11,3,1,0,0,Certo
5834,Middlesbrough,Leicester,0,3,A,0,2,A,11,9,4,7,8,12,6,2,3,1,0,0,Certo
5835,Newcastle,Sunderland,1,2,A,1,0,H,19,9,9,6,17,26,1,4,1,3,0,0,Certo
5836,Southampton,Aston Villa,2,0,H,2,0,H,7,9,3,3,10,10,3,3,0,0,0,0,Certo
5837,Tottenham,Liverpool,2,1,H,2,1,H,6,9,4,4,11,13,6,5,1,2,0,0,Certo
5838,Coventry,Ipswich,0,1,A,0,0,D,12,10,5,4,10,12,5,5,1,1,0,0,Certo
5839,Charlton,Sunderland,0,1,A,0,0,D,10,8,2,3,16,16,7,8,0,1,0,0,Certo
5840,Coventry,Aston Villa,1,1,D,0,1,A,10,7,2,4,9,19,6,1,1,2,0,0,Certo
5841,Derby,Man United,0,3,A,0,0,D,1,12,0,7,12,12,3,9,2,1,0,0,Certo
5842,Everton,Chelsea,2,1,H,0,1,A,11,10,5,6,11,18,1,4,0,3,0,1,Certo
5843,Man City,Ipswich,2,3,A,0,2,A,9,11,4,4,8,5,6,5,0,2,0,0,Certo
5844,Middlesbrough,Bradford,2,2,D,0,2,A,14,9,9,5,17,18,6,4,0,2,1,0,Certo
5845,Southampton,West Ham,2,3,A,1,2,A,10,14,5,8,12,10,6,10,1,2,0,0,Certo
5846,Tottenham,Leicester,3,0,H,2,0,H,15,11,7,5,21,15,5,8,1,3,0,1,Certo
5847,Leeds,Arsenal,1,0,H,0,0,D,12,9,6,3,19,22,8,4,1,7,0,0,Certo
5848,Newcastle,Liverpool,2,1,H,1,0,H,9,13,6,9,17,15,5,11,3,2,0,0,Certo
5849,Arsenal,Southampton,1,0,H,0,0,D,24,7,12,5,14,15,16,8,0,2,0,0,Certo
